tier	score	en	fr	flags	en_ipa	fr_ipa	alignment
B	0.66	oracle	orales		ɒɹəkəl	ɔʁal	
B	0.66	prank	presque		pɹæŋk	pʁɛsk	
B	0.66	prostate	proteste		pɹɒsteɪt	pʁɔtɛst	
B	0.66	spears	spider		spiəz	spide	
B	0.66	bougie	bougies		baʊdʒi	buʒi	
B	0.659	question	western	loanword	kwɛstʃən	wɛstɛʁn	
B	0.659	training	traîner		tɹeɪnɪŋ	tʁɛne	
B	0.659	method	merdes		mɛθəd	mɛʁd	
B	0.659	revealed	guilde		ɹɪviːld	ɡild	
B	0.659	suppose	reposent		sʌpəʊz	ʁəpoz	
B	0.659	represented	reprennent		ɹɛpɹᵻzɛntᵻd	ʁəpʁɛn	
B	0.659	represents	reprennent		ɹɛpɹᵻzɛnts	ʁəpʁɛn	
B	0.659	label	légales		leɪbəl	leɡal	
B	0.659	chemistry	construits		kɛmɪstɹi	kɔ̃stʁɥi	
B	0.659	progressive	progrès		pɹəɡɹɛsɪv	pʁɔɡʁɛ	
B	0.659	prominent	prenantes		pɹɒmɪnənt	pʁənɑ̃t	
B	0.659	painful	pénales		peɪnfəl	penal	
B	0.659	bitcoin	bacon		bɪtkɔɪn	bekɔn	
B	0.659	diverse	damas		daɪvɜːs	dama	
B	0.659	oldest	autiste		əʊldəst	otist	
B	0.659	combine	cabanes		kəmbaɪn	kaban	
B	0.659	pilots	palace		paɪləts	palas	
B	0.659	utterly	relis		ʌtəli	ʁəli	
B	0.659	teammates	timides		tiːmeɪts	timid	
B	0.659	discretion	discrets		dɪskɹɛʃən	diskʁɛ	
B	0.659	refreshing	rafraîchir	cognate	ɹɪfɹɛʃɪŋ	ʁafʁɛʃiʁ	
B	0.659	selecting	sélective		sɪlɛktɪŋ	selɛktiv	
B	0.659	lightweight	ladite		laɪtweɪt	ladit	
B	0.659	amino	cheminots		ɐmiːnəʊ	ʃəmino	
B	0.659	strains	stresse		stɹeɪnz	stʁɛs	
B	0.659	strengthened	stressant		stɹɛŋθənd	stʁɛsɑ̃	
B	0.659	rigorous	recense		ɹɪɡəɹəs	ʁəsɑ̃s	
B	0.658	probably	publient		pɹɒbəbli	pybli	
B	0.658	temperature	tempo		tɛmpɹɪtʃɐ	tɛmpo	
B	0.658	pants	penses		pɑːnts	pɑ̃s	
B	0.658	publicly	publient		pʌblɪkli	pybli	
B	0.658	guardian	gardienne	cognate	ɡɑːdiən	ɡaʁdjɛn	
B	0.658	abilities	cerises		ɐbɪlətiz	səʁiz	
B	0.658	transit	trente		tɹænsɪt	tʁɑ̃t	
B	0.658	profession	prenons		pɹəfɛʃən	pʁənɔ̃	
B	0.658	cardiac	cardiaques	cognate	kɑːdɪæk	kaʁdjak	
B	0.658	protestant	protestante	cognate	pɹɒtɪstənt	pʁɔtɛstɑ̃t	
B	0.658	stranded	stands		stɹændɪd	stɑ̃d	
B	0.657	security	sortit		sɪkjɔːɹɪti	sɔʁti	
B	0.657	complete	implicite		kəmpliːt	ɛ̃plisit	
B	0.657	garden	gardienne		ɡɑːdən	ɡaʁdjɛn	
B	0.657	introduced	redoute		ɪntɹədjuːst	ʁədut	
B	0.657	recommended	remèdes		ɹɛkəmɛndɪd	ʁəmɛd	
B	0.657	isolated	harcelé		aɪsəleɪtɪd	aʁsəle	
B	0.657	meaningful	minimale		miːnɪŋfəl	minimal	
B	0.657	harmony	harmonie	cognate	hɑːməni	aʁmɔni	
B	0.657	nonetheless	noblesse		nʌnðəlɛs	nɔblɛs	
B	0.657	reject	adjectifs		ɹᵻdʒɛkt	adʒɛktif	
B	0.657	secretly	cyclistes		siːkɹətli	siklist	
B	0.657	honesty	amnistie		ɒnɪsti	amnisti	
B	0.657	desperately	esprits		dɛspəɹətli	ɛspʁi	
B	0.657	frontier	frondeurs		fɹʌntiə	fʁɔ̃dœʁ	
B	0.657	deployment	diplomates		dɪplɔɪmənt	diplɔmat	
B	0.657	progression	regrets		pɹəɡɹɛʃən	ʁəɡʁɛ	
B	0.657	reservoir	revoir		ɹɛzəvwɑː	ʁəvwaʁ	
B	0.657	consult	consulte		kənsʌlt	kɔ̃sylt	
B	0.657	exhibits	exercent		ɛɡzɪbɪts	ɛɡzɛʁs	
B	0.657	surroundings	round	loanword	səɹaʊndɪŋz	ɹaʊnd	
B	0.656	million	malines		mɪliən	malin	
B	0.656	certain	soutenus		sɜːtən	sutəny	
B	0.656	effects	affectent		ɪfɛkts	afɛkt	
B	0.656	selection	sélectionne		sɪlɛkʃən	selɛksjɔn	
B	0.656	circle	single		sɜːkəl	siŋɡəl	
B	0.656	stronger	string	loanword	stɹɒŋɡɐ	stʁiŋ	
B	0.656	respond	round	loanword	ɹɪspɒnd	ɹaʊnd	
B	0.656	objects	adjectifs		ɑːbdʒɛkts	adʒɛktif	
B	0.656	luxury	lingerie		lʌkʃəɹi	lɛ̃ʒʁi	
B	0.656	feedback	physiques		fiːdbæk	fizik	
B	0.656	laboratory	librairies		lɐbɒɹətɹi	libʁɛʁi	
B	0.656	stays	stériles		steɪz	steʁil	
B	0.656	fastest	faste		fɑːstəst	fast	
B	0.656	traded	traîner		tɹeɪdɪd	tʁɛne	
B	0.656	exams	exigent		ɛɡzæmz	ɛɡziʒ	
B	0.656	lounge	round	loanword	laʊndʒ	ɹaʊnd	
B	0.656	albeit	orbite		ɔːlbiːɪt	ɔʁbit	
B	0.656	cakes	connexes		keɪks	kɔnɛks	
B	0.656	destinations	destinés		dɛstɪneɪʃənz	dɛstine	
B	0.656	promotes	premiers		pɹəməʊts	pʁəmje	
B	0.656	extinction	externes		ɛkstɪŋkʃən	ɛkstɛʁn	
B	0.656	frightened	fronde		fɹaɪtənd	fʁɔ̃d	
B	0.656	stain	stériles		steɪn	steʁil	
B	0.656	ineffective	effective		ɪnɪfɛktɪv	efɛktiv	
B	0.655	want	watts		wɒnt	wat	
B	0.655	before	bords		bɪfɔː	bɔʁ	
B	0.655	world	oued		wɜːld	wɛd	
B	0.655	since	cessent		sɪns	sɛs	
B	0.655	fact	actes		fækt	akt	
B	0.655	hand	and	loanword	hænd	and	
B	0.655	often	open	loanword	ɒfən	ɔpɛn	
B	0.655	comes	quinze		kʌmz	kɛ̃z	
B	0.655	works	ex		wɜːks	ɛks	
B	0.655	bring	bris		bɹɪŋ	bʁi	
B	0.655	military	mériterait		mɪlɪtəɹi	meʁitəʁɛ	
B	0.655	return	rênes		ɹᵻtɜːn	ʁɛn	
B	0.655	result	résultent		ɹɪzʌlt	ʁezylt	
B	0.655	bank	bacs		bæŋk	bak	
B	0.655	longer	longues		lɒŋɡɐ	lɔ̃ɡ	
B	0.655	federal	faibles		fɛdəɹəl	fɛbl	
B	0.655	brother	bras		bɹʌðɐ	bʁa	
B	0.655	oil	oscille		ɔɪl	ɔsil	
B	0.655	terms	thèses		tɜːmz	tɛz	
B	0.655	figure	filles		fɪɡɐ	fij	
B	0.655	seeing	signent		siːɪŋ	siɲ	
B	0.655	fans	phases		fænz	faz	
B	0.655	gives	guise		ɡɪvz	ɡiz	
B	0.655	shall	cheval		ʃæl	ʃval	
B	0.655	eight	évitent		eɪt	evit	
B	0.655	cancer	casses		kænsɐ	kas	
B	0.655	wonder	and	loanword	wʌndɐ	and	
B	0.655	choose	douze		tʃuːz	duz	
B	0.655	skin	skis		skɪn	ski	
B	0.655	touch	tâches		tʌtʃ	taʃ	
B	0.655	lived	laide		lɪvd	lɛd	
B	0.655	eating	irait		iːtɪŋ	iʁɛ	
B	0.655	protection	protections	cognate	pɹətɛkʃən	pʁɔtɛksjɔ̃	
B	0.655	runs	roses		ɹʌnz	ʁoz	
B	0.655	wind	oued		wɪnd	wɛd	
B	0.655	twitter	tirs		twɪtɐ	tiʁ	
B	0.655	jack	déc		dʒæk	dek	
B	0.655	served	cède		sɜːvd	sɛd	
B	0.655	silver	sève		sɪlvɐ	sɛv	
B	0.655	weird	oued		wiəd	wɛd	
B	0.655	camp	caps		kæmp	kap	
B	0.655	dogs	doses		dɒɡz	doz	
B	0.655	lucky	acquis		lʌki	aki	
B	0.655	turns	thèses		tɜːnz	tɛz	
B	0.655	aid	évident		eɪd	evidɑ̃	
B	0.655	thoughts	shirts	loanword	θɔːts	ʃɜːts	
B	0.655	valley	allie		væli	ali	
B	0.655	mix	miss		mɪks	mis	
B	0.655	factor	actes		fæktɐ	akt	
B	0.655	measures	mèches		mɛʒəz	mɛʃ	
B	0.655	guns	gaz		ɡʌnz	ɡaz	
B	0.655	max	masses		mæks	mas	
B	0.655	milk	mecs		mɪlk	mɛk	
B	0.655	forgot	fente		fəɡɒt	fɑ̃t	
B	0.655	editor	aidait		ɛdɪtɐ	ɛdɛ	
B	0.655	referred	raids		ɹɪfɜːd	ʁɛd	
B	0.655	birds	baise		bɜːdz	bɛz	
B	0.655	fucked	fautes		fʌkt	fot	
B	0.655	achieve	archives		ɐtʃiːv	aʁʃiv	
B	0.655	assume	zoom		ɐsuːm	zum	
B	0.655	cheese	dises		tʃiːz	diz	
B	0.655	tank	tac		tæŋk	tak	
B	0.655	pattern	pannes		pætən	pan	
B	0.655	severe	serres		sɪviə	sɛʁ	
B	0.655	pink	piques		pɪŋk	pik	
B	0.655	covers	causes		kʌvəz	koz	
B	0.655	gap	grappes		ɡæp	ɡʁap	
B	0.655	tears	thèses		tɪɹz	tɛz	
B	0.655	colors	causes		kʌləz	koz	
B	0.655	bags	bases		bæɡz	baz	
B	0.655	pushed	potes		pʊʃt	pɔt	
B	0.655	maps	masses		mæps	mas	
B	0.655	skill	skis		skɪl	ski	
B	0.655	ugly	allie		ʌɡli	ali	
B	0.655	ups	laps		ʌps	laps	
B	0.655	serves	seize		sɜːvz	sɛz	
B	0.655	spin	scènes		spɪn	sɛn	
B	0.655	apps	laps		æps	laps	
B	0.655	ate	évitent		eɪt	evit	
B	0.655	swing	souhaits		swɪŋ	swɛ	
B	0.655	jokes	books	loanword	dʒəʊks	bʊks	
B	0.655	boards	bossent		bɔːdz	bɔs	
B	0.655	chip	types		tʃɪp	tip	
B	0.655	edit	aidait		ɛdɪt	ɛdɛ	
B	0.655	pump	pompes	cognate	pʌmp	pɔ̃p	
B	0.655	slip	sep		slɪp	sɛp	
B	0.655	backed	battent		bækt	bat	
B	0.655	trigger	très		tɹɪɡɐ	tʁɛ	
B	0.655	burns	baise		bɜːnz	bɛz	
B	0.655	picks	pisse		pɪks	pis	
B	0.655	mills	mises		mɪlz	miz	
B	0.655	sink	sic		sɪŋk	sik	
B	0.655	punk	pâques		pʌŋk	pak	
B	0.655	bulk	banques		bʌlk	bɑ̃k	
B	0.655	colored	guilde		kʌləd	ɡild	
B	0.655	bits	baisses		bɪts	bɛs	
B	0.655	chill	tels		tʃɪl	tɛl	
B	0.655	sits	cessent		sɪts	sɛs	
B	0.655	victor	vite		vɪktɐ	vit	
B	0.655	fears	fils		fiəz	fis	
B	0.655	jam	dames		dʒæm	dam	
B	0.655	caps	casses		kæps	kas	
B	0.655	wrapped	rate		ɹæpt	ʁat	
B	0.655	thunder	and	loanword	θʌndɐ	and	
B	0.655	dishes	dises		dɪʃɪz	diz	
B	0.655	fitted	perde		fɪtɪd	pɛʁd	
B	0.655	ace	épices		eɪs	epis	
B	0.655	cups	casses		kʌps	kas	
B	0.655	potato	petites		pəteɪtəʊ	pətit	
B	0.655	cliff	kiffe		klɪf	kif	
B	0.655	fatal	féodal		feɪtəl	feɔdal	
B	0.655	monetary	mériterait		mʌnɪtəɹi	meʁitəʁɛ	
B	0.655	slot	slow	loanword	slɒt	slo	
B	0.655	smash	saches		smæʃ	saʃ	
B	0.655	wont	watts		wɒnt	wat	
B	0.655	butler	balles		bʌtlɐ	bal	
B	0.655	laughs	lasse		lɑːfz	las	
B	0.655	cheer	tirs		tʃiə	tiʁ	
B	0.655	pulse	penses		pʌls	pɑ̃s	
B	0.655	ripped	rites		ɹɪpt	ʁit	
B	0.655	pills	pèsent		pɪlz	pɛz	
B	0.655	rats	rance		ɹæts	ʁɑ̃s	
B	0.655	servers	seize		sɜːvəz	sɛz	
B	0.655	audit	honnêtes		ɔːdɪt	ɔnɛt	
B	0.655	bugs	bases		bʌɡz	baz	
B	0.655	renewed	rude		ɹɪnjuːd	ʁyd	
B	0.655	sins	six		sɪnz	sis	
B	0.655	burnt	bêtes		bɜːnt	bɛt	
B	0.655	buses	bases		bʌsɪz	baz	
B	0.655	peers	pèsent		pɪɹz	pɛz	
B	0.655	enters	end	loanword	ɛntəz	ɛnd	
B	0.655	spurs	seize		spɜːz	sɛz	
B	0.655	wished	ouest		wɪʃt	wɛst	
B	0.655	pigs	pèsent		pɪɡz	pɛz	
B	0.655	wicked	oued		wɪkᵻd	wɛd	
B	0.655	rushed	rate		ɹʌʃt	ʁat	
B	0.655	merger	manges		mɜːdʒɐ	mɑ̃ʒ	
B	0.655	runners	roses		ɹʌnəz	ʁoz	
B	0.655	packs	passes		pæks	pas	
B	0.655	tubes	tousse		tjuːbz	tus	
B	0.655	ashes	eyes	loanword	æʃɪz	aɪz	
B	0.655	dodge	badge		dɒdʒ	badʒ	
B	0.655	wizard	oued		wɪzəd	wɛd	
B	0.655	wax	axes		wæks	aks	
B	0.655	batch	matchs		bætʃ	matʃ	
B	0.655	ducks	tex		dʌks	tɛks	
B	0.655	snack	sacs		snæk	sak	
B	0.655	stern	sonnent		stɜːn	sɔn	
B	0.655	cubs	causes		kʌbz	koz	
B	0.655	sings	six		sɪŋz	sis	
B	0.655	bids	bises		bɪdz	biz	
B	0.655	bully	plis		bʊli	pli	
B	0.655	damned	dinde		dæmd	dɛ̃d	
B	0.655	sync	sic		sɪŋk	sik	
B	0.655	typing	timing	loanword	taɪpɪŋ	tajmiŋ	
B	0.655	curved	codes		kɜːvd	kɔd	
B	0.655	toddler	tables		tɒdlɐ	tabl	
B	0.655	bats	basses		bæts	bas	
B	0.655	cube	cubes	cognate	kjuːb	kyb	
B	0.655	hacked	actes		hækt	akt	
B	0.655	tunes	tousse		tjuːnz	tus	
B	0.655	dolls	doses		dɒlz	doz	
B	0.655	mirrors	mises		mɪɹəz	miz	
B	0.655	singers	six		sɪŋəz	sis	
B	0.655	lacked	actes		lækt	akt	
B	0.655	pins	pèsent		pɪnz	pɛz	
B	0.655	feathers	fesses		fɛðəz	fɛs	
B	0.655	banker	bacs		bæŋkɐ	bak	
B	0.655	kits	caisses		kɪts	kɛs	
B	0.655	notch	matchs		nɒtʃ	matʃ	
B	0.655	sims	six		sɪmz	sis	
B	0.655	stab	step		stæb	stɛp	
B	0.655	doomed	doutes		duːmd	dut	
B	0.655	slut	slow	loanword	slʌt	slo	
B	0.655	merge	manges		mɜːdʒ	mɑ̃ʒ	
B	0.655	myths	miss		mɪθs	mis	
B	0.655	shattered	hard		ʃætəd	aʁd	
B	0.655	learns	lès		lɜːnz	lɛ	
B	0.655	limbs	lès		lɪmz	lɛ	
B	0.655	rams	rase		ɹæmz	ʁaz	
B	0.655	sunk	sacs		sʌŋk	sak	
B	0.655	gangs	gaz		ɡæŋz	ɡaz	
B	0.655	gases	gaz	cognate	ɡæsɪz	ɡaz	
B	0.655	glove	glass		ɡlʌv	ɡla	
B	0.655	burgers	baise		bɜːɡəz	bɛz	
B	0.655	verb	verbes	cognate	vɜːb	vɛʁb	
B	0.655	funk	fac		fʌŋk	fak	
B	0.655	pod	party	loanword	pɒd	pɑːti	
B	0.655	slick	sic		slɪk	sik	
B	0.655	sank	sacs		sæŋk	sak	
B	0.655	aide	évident		eɪd	evidɑ̃	
B	0.655	bans	bases		bænz	baz	
B	0.655	tapped	aptes		tæpt	apt	
B	0.655	tinder	tendent		tɪndɐ	tɑ̃d	
B	0.655	ale	échelles		eɪl	eʃɛl	
B	0.655	decreasing	districts		diːkɹiːsɪŋ	distʁikt	
B	0.655	pulp	papes		pʌlp	pap	
B	0.655	refs	rescousse		ɹɛfs	ʁɛskus	
B	0.655	baths	basses		bæθs	bas	
B	0.655	bunker	bacs		bʌŋkɐ	bak	
B	0.655	dove	doivent		dʌv	dwav	
B	0.655	tipped	têtes		tɪpt	tɛt	
B	0.655	verge	venge		vɜːdʒ	vɑ̃ʒ	
B	0.655	differs	dises		dɪfəz	diz	
B	0.655	laps	lasse		læps	las	
B	0.655	morale	mêlent		məɹæl	mel	
B	0.655	pinned	end	loanword	pɪnd	ɛnd	
B	0.655	jeep	chipe		dʒiːp	ʃip	
B	0.655	putty	pipis		pʌti	pipi	
B	0.655	sheep	jeep		ʃiːp	dʒip	
B	0.655	jean	chines		dʒiːn	ʃin	
B	0.655	gene	chinent		dʒiːn	ʃin	
B	0.655	jeep	chipent		dʒiːp	ʃip	
B	0.655	sheen	djinns		ʃiːn	dʒin	
B	0.655	gean	chines		dʒiːn	ʃin	
B	0.655	putty	pipi		pʌti	pipi	
B	0.655	sheen	djinn		ʃiːn	dʒin	
B	0.655	sheen	jean		ʃiːn	dʒin	
B	0.655	jean	chinent		dʒiːn	ʃin	
B	0.655	gene	chine		dʒiːn	ʃin	
B	0.655	gean	chinent		dʒiːn	ʃin	
B	0.655	sheen	gins		ʃiːn	dʒin	
B	0.655	sheen	gin		ʃiːn	dʒin	
B	0.655	gene	chines		dʒiːn	ʃin	
B	0.655	jeep	chipes		dʒiːp	ʃip	
B	0.655	jean	chine		dʒiːn	ʃin	
B	0.655	vex	fox		vɛks	fɔks	
B	0.655	gean	chine		dʒiːn	ʃin	
B	0.654	state	styliste		steɪt	stilist	
B	0.654	estate	styliste		ɪsteɪt	stilist	
B	0.654	constant	constantes	cognate	kɒnstənt	kɔ̃stɑ̃t	
B	0.654	approval	éprouvent		ɐpɹuːvəl	epʁuv	
B	0.654	lighting	line	loanword	laɪtɪŋ	laɪn	
B	0.654	nasty	investit		nɑːsti	ɛ̃vɛsti	
B	0.654	inventory	infanterie		ɪnvəntɹi	ɛ̃fɑ̃tʁi	
B	0.654	destroying	ding	loanword	dɪstɹɔɪɪŋ	dɪŋ	
B	0.654	seasonal	single		siːzənəl	siŋɡəl	
B	0.654	modes	mauvaises		məʊdz	movɛz	
B	0.654	sensation	seine		sɛnseɪʃən	sɛn	
B	0.654	economies	remises		ɪkɒnəmɪz	ʁəmiz	
B	0.654	declining	ding	loanword	dɪklaɪnɪŋ	dɪŋ	
B	0.654	transplant	transparentes		tɹænsplænt	tʁɑ̃spaʁɑ̃t	
B	0.654	dietary	batteries		daɪətəɹi	batʁi	
B	0.654	displaying	ding	loanword	dɪspleɪɪŋ	dɪŋ	
B	0.653	special	spectacles		spɛʃəl	spɛktakl	
B	0.653	nuclear	nucléaires	cognate	njuːkliə	nykleɛʁ	
B	0.653	capacity	carrosserie		kəpæsɪti	kaʁɔsʁi	
B	0.653	drinking	king	loanword	dɹɪŋkɪŋ	kɪŋ	
B	0.653	trained	traîner		tɹeɪnd	tʁɛne	
B	0.653	origin	origines	cognate	ɒɹɪdʒɪn	ɔʁiʒin	
B	0.653	staying	string	loanword	steɪɪŋ	stʁiŋ	
B	0.653	conduct	contacts		kɑːndʌkt	kɔ̃takt	
B	0.653	pretend	prétendent		pɹɪtɛnd	pʁetɑ̃d	
B	0.653	disorder	discorde		dɪsɔːdɐ	diskɔʁd	
B	0.653	dispute	disputes	cognate	dɪspjuːt	dispyt	
B	0.653	robot	revente		ɹəʊbɒt	ʁəvɑ̃t	
B	0.653	seemingly	symétrie		siːmɪŋli	simetʁi	
B	0.653	tragic	tragiques	cognate	tɹædʒɪk	tʁaʒik	
B	0.653	revenues	revenue		ɹɛvənjuːz	ʁəvəny	
B	0.653	judging	ding	loanword	dʒʌdʒɪŋ	dɪŋ	
B	0.653	mineral	minerais		mɪnəɹəl	minəʁɛ	
B	0.653	reporters	hypothèses		ɹɪpɔːtəz	ipɔtɛz	
B	0.653	triangle	single		tɹaɪæŋɡəl	siŋɡəl	
B	0.653	unacceptable	inacceptables	cognate	ʌnɐksɛptəbəl	inaksɛptabl	
B	0.653	baptist	baptiste	cognate	bæptɪst	batist	
B	0.653	mistress	maîtresses	cognate	mɪstɹəs	mɛtʁɛs	
B	0.653	bibliography	bibliographie	cognate	bɪblɪɒɡɹəfi	biblijɔɡʁafi	
B	0.653	planting	planning	loanword	plæntɪŋ	planiŋ	
B	0.653	exceptionally	exceptionnels		ɛksɛpʃənəli	ɛksɛpsjɔnɛl	
B	0.653	paranoid	prenons		pæɹənɔɪd	pʁənɔ̃	
B	0.653	tribune	tribunes	cognate	tɹɪbjuːn	tʁibyn	
B	0.653	capsule	capsules	cognate	kæpsjuːl	kapsyl	
B	0.653	purity	prix		pjʊɹɪti	pʁi	
B	0.653	daytime	dm		deɪtaɪm	deɛm	
B	0.652	are	arts		ɑːɹ	aʁ	
B	0.652	today	tenez		tədeɪ	təne	
B	0.652	open	aubaine		əʊpən	obɛn	
B	0.652	president	prenantes		pɹɛzɪdənt	pʁənɑ̃t	
B	0.652	honor	ânes		ɒnɐ	an	
B	0.652	survey	savez		sɜːveɪ	save	
B	0.652	ca	ka		kɑː	ka	
B	0.652	ma	mât		mɑː	ma	
B	0.652	thrown	trône		θɹəʊn	tʁon	
B	0.652	proceedings	précises		pɹəsiːdɪŋz	pʁesiz	
B	0.652	reflection	réflexes		ɹɪflɛkʃən	ʁeflɛks	
B	0.652	agreements	grimace		ɐɡɹiːmənts	ɡʁimas	
B	0.652	throne	trône	cognate	θɹəʊn	tʁon	
B	0.652	construct	strictes		kɑːnstɹʌkt	stʁikt	
B	0.652	reflecting	réflexes		ɹɪflɛktɪŋ	ʁeflɛks	
B	0.652	nova	nos		nəʊvɐ	no	
B	0.652	opener	aubaine		əʊpənɐ	obɛn	
B	0.652	morality	sorcellerie		mɒɹælɪti	sɔʁsɛlʁi	
B	0.652	shah	chats		ʃɑː	ʃa	
B	0.652	prevalent	prenantes		pɹɛvələnt	pʁənɑ̃t	
B	0.652	stereo	sterling	loanword	stɛɹɪəʊ	stɛʁliŋ	
B	0.652	cola	quo		kəʊlɐ	ko	
B	0.652	coma	quo		kəʊmɐ	ko	
B	0.652	mayo	mes		meɪəʊ	me	
B	0.652	gala	gué		ɡɑːlɐ	ɡe	
B	0.652	savior	sévit		seɪvjɚ	sevi	
B	0.651	his	eyes	loanword	hɪz	aɪz	
B	0.651	states	stresse		steɪts	stʁɛs	
B	0.651	private	prêtes		pɹaɪvət	pʁɛt	
B	0.651	finally	folies		faɪnəli	fɔli	
B	0.651	interested	stresse		ɪntɹəstɪd	stʁɛs	
B	0.651	famous	féroce		feɪməs	feʁɔs	
B	0.651	mostly	maudits		məʊstli	modi	
B	0.651	ring	ding	loanword	ɹɪŋ	dɪŋ	
B	0.651	giant	jets		dʒaɪənt	ʒɛ	
B	0.651	replaced	restes		ɹɪpleɪst	ʁɛst	
B	0.651	closely	colis		kləʊsli	kɔli	
B	0.651	frozen	freine		fɹəʊzən	fʁɛn	
B	0.651	trials	treize		tɹaɪəlz	tʁɛz	
B	0.651	playoffs	places		pleɪɒfs	plas	
B	0.651	bacteria	bactéries	cognate	bæktiəɹɪɐ	bakteʁi	
B	0.651	slept	célestes		slɛpt	selɛst	
B	0.651	spray	sprint		spɹeɪ	spʁint	
B	0.651	counted	caïd		kaʊntɪd	kaid	
B	0.651	tribal	trolls	loanword	tɹaɪbəl	tʁɔl	
B	0.651	dash	douches		dæʃ	duʃ	
B	0.651	verified	verve		vɛɹɪfaɪd	vɛʁv	
B	0.651	sustain	ceci		səsteɪn	səsi	
B	0.651	estates	stresse		ɪsteɪts	stʁɛs	
B	0.651	jumps	jeans		dʒʌmps	dʒins	
B	0.651	stunt	sprint		stʌnt	spʁint	
B	0.651	staged	stands		steɪdʒd	stɑ̃d	
B	0.651	persuade	pesant		pəsweɪd	pəsɑ̃	
B	0.651	token	tenons		təʊkən	tənɔ̃	
B	0.651	stylish	stages		staɪlɪʃ	staʒ	
B	0.651	bathing	baby	loanword	beɪðɪŋ	beɪbi	
B	0.651	sidewalk	stocks		saɪdwɔːk	stɔk	
B	0.651	sot	saintes		sɒt	sɛ̃t	
B	0.651	booze	couses		buːz	kuz	
B	0.651	beet	quittes		biːt	kit	
B	0.651	tot	teinte		tɒt	tɛ̃t	
B	0.651	beet	quittent		biːt	kit	
B	0.651	sot	ceintes		sɒt	sɛ̃t	
B	0.651	boos	couses		buːz	kuz	
B	0.651	pot	pintes		pɒt	pɛ̃t	
B	0.651	booze	couse		buːz	kuz	
B	0.651	booed	coude		buːd	kud	
B	0.651	beat	kit		biːt	kit	
B	0.651	cooed	boude		kuːd	bud	
B	0.651	cooed	boudes		kuːd	bud	
B	0.651	boos	couse		buːz	kuz	
B	0.651	kook	boucs		kuːk	buk	
B	0.651	tot	tinte		tɒt	tɛ̃t	
B	0.651	keck	bec		kɛk	bɛk	
B	0.651	beet	kit		biːt	kit	
B	0.651	sot	ceinte		sɒt	sɛ̃t	
B	0.651	pot	peintes		pɒt	pɛ̃t	
B	0.651	kook	book		kuːk	buk	
B	0.651	motte	mainte		mɒt	mɛ̃t	
B	0.651	tot	tintent		tɒt	tɛ̃t	
B	0.651	sot	sainte		sɒt	sɛ̃t	
B	0.651	beck	cake		bɛk	kɛk	
B	0.651	cooed	boudent		kuːd	bud	
B	0.651	booed	coudent		buːd	kud	
B	0.651	beef	kif		biːf	kif	
B	0.651	beef	kifs		biːf	kif	
B	0.651	pot	pinte		pɒt	pɛ̃t	
B	0.651	pot	pintent		pɒt	pɛ̃t	
B	0.651	beat	kits		biːt	kit	
B	0.651	keck	becs		kɛk	bɛk	
B	0.651	booze	cousent		buːz	kuz	
B	0.651	boos	cousent		buːz	kuz	
B	0.651	beck	cakes		bɛk	kɛk	
B	0.651	beat	quitte		biːt	kit	
B	0.651	tot	teintes		tɒt	tɛ̃t	
B	0.651	pot	peinte		pɒt	pɛ̃t	
B	0.651	tot	teintent		tɒt	tɛ̃t	
B	0.651	kook	bouc		kuːk	buk	
B	0.651	booed	coudes		buːd	kud	
B	0.651	beet	kits		biːt	kit	
B	0.651	motte	maintes		mɒt	mɛ̃t	
B	0.651	beat	quittent		biːt	kit	
B	0.651	beat	quittes		biːt	kit	
B	0.651	beet	quitte		biːt	kit	
B	0.65	family	folies		fæmɪli	fɔli	
B	0.65	playing	planning	loanword	pleɪɪŋ	planiŋ	
B	0.65	design	line	loanword	dɪzaɪn	laɪn	
B	0.65	limited	lords		lɪmɪtɪd	lɔʁ	
B	0.65	quickly	colis		kwɪkli	kɔli	
B	0.65	seriously	ceci		siəɹɪəsli	səsi	
B	0.65	biggest	buste		bɪɡəst	byst	
B	0.65	realize	relâche		ɹiːəlaɪz	ʁəlaʃ	
B	0.65	spirit	spots	loanword	spɪɹɪt	spɔt	
B	0.65	communities	crises		kəmjuːnɪtiz	kʁiz	
B	0.65	originally	relis		əɹɪdʒɪnəli	ʁəli	
B	0.65	partners	party	loanword	pɑːtnəz	pɑːti	
B	0.65	regularly	relis		ɹɛɡjuːləli	ʁəli	
B	0.65	settlement	certes		sɛtəlmənt	sɛʁt	
B	0.65	pointed	possèdent		pɔɪntɪd	pɔsɛd	
B	0.65	sensitive	spencer		sɛnsɪtɪv	spɛnsɛʁ	
B	0.65	potentially	petits		pətɛnʃəli	pəti	
B	0.65	frequency	fric		fɹiːkwənsi	fʁik	
B	0.65	pregnancy	précis		pɹɛɡnənsi	pʁesi	
B	0.65	preparation	prennent		pɹɛpəɹeɪʃən	pʁɛn	
B	0.65	suspended	suspense		səspɛndɪd	syspɛns	
B	0.65	separated	précèdent		sɛpəɹeɪtɪd	pʁesɛd	
B	0.65	alien	élimine		eɪliən	elimin	
B	0.65	regarded	regardes		ɹɪɡɑːdɪd	ʁəɡaʁd	
B	0.65	prevention	prennent		pɹɪvɛnʃən	pʁɛn	
B	0.65	replied	remplacent		ɹɪplaɪd	ʁɑ̃plas	
