en	fr	pair_score	passages	best_subchain_quality	mean_subchain_quality	min_hops	density_score	example
otters	hôtesse	0.911	2	0.954	0.943	2	1.89	en:otters ≈ fr:hôtesse ~ fr:hôtesses
needing en:needed	nid aide		2	0.953	0.947	3	1.89	~ fr:nid in ≈ en:needing en:needed ≈ fr:nid aide
mealie	mêler	0.94	2	0.953	0.945	2	1.89	en:mealie ≈ fr:mêler ~ fr:mêlée
mealy	mêler	0.94	2	0.953	0.945	2	1.89	en:mealy ≈ fr:mêler ~ fr:mêlée
miller	mêler	0.94	2	0.953	0.945	2	1.89	en:miller ≈ fr:mêler ~ fr:mêlée
emmet	émettent fr:émettant		2	0.953	0.944	3	1.89	≈ en:emcee ~ en:emmet ≈ fr:émettent fr:émettant
condemn	con thème	0.94	2	0.952	0.9465	2	1.89	en:condemn ≈ fr:con thème ~ fr:thème
brock	braque	0.97	2	0.951	0.9465	2	1.89	en:broch ~ en:brock ≈ fr:braque
broch	braque	0.97	2	0.951	0.9465	2	1.89	en:brock ~ en:broch ≈ fr:braque
creel	grill	0.97	2	0.95	0.946	2	1.89	en:creel ≈ fr:grill ~ fr:griller
beading	meeting	0.909	2	0.949	0.943	2	1.89	en:beading ≈ fr:meeting ~ fr:réunion
wrestle	recèle fr:reprenez		2	0.949	0.946	3	1.89	≈ en:wrestling ~ en:wrestle ≈ fr:recèle fr:reprenez
wrestle	recèle fr:refonte		2	0.948	0.9455	3	1.89	≈ en:wrestling ~ en:wrestle ≈ fr:recèle fr:refonte
escheat	égide	0.915	2	0.947	0.947	2	1.89	en:eschew ~ en:escheat ≈ fr:égide
feedback	fient bac	0.96	2	0.947	0.9445	2	1.89	en:feedback ≈ fr:fient bac ~ fr:bacs
gorgeous	godes os	0.94	2	0.947	0.944	2	1.89	en:gorgeous ≈ fr:godes os ~ fr:dieu
lethal en:deadly	dès lis		2	0.947	0.947	3	1.89	~ fr:lient elle ≈ en:lethal en:deadly ≈ fr:dès lis
tread	traite	0.97	2	0.947	0.947	3	1.89	~ fr:training en:treading ~ en:tread ≈ fr:traite
entry en:enters	aident aise		2	0.947	0.947	3	1.89	~ fr:haines tri ≈ en:entry en:enters ≈ fr:aident aise
clot	claude	0.94	2	0.946	0.9455	2	1.89	en:clot ≈ fr:claude ~ fr:claudel
doormat eek	domestique	0.94	2	0.946	0.946	2	1.89	en:doormat eek ≈ fr:domestique ~ fr:domestiques
cancer	khan ses	0.94	2	0.945	0.945	3	1.89	en:candy ≈ fr:khan dit ~ fr:khan ses ≈ en:cancer
clam en:clem	club		2	0.945	0.945	3	1.89	~ fr:clame ≈ en:clam en:clem ≈ fr:club
treasury	trais ri	0.94	2	0.945	0.945	2	1.89	en:treasury ≈ fr:trais ri ~ fr:pagaille
terrorism en:terror	terres		2	0.944	0.944	3	1.89	~ fr:terreurs homme ≈ en:terrorism en:terror ≈ fr:terres
teston en:testy	tester		2	0.943	0.943	3	1.89	~ fr:taies tonnes ≈ en:teston en:testy ≈ fr:tester
corky en:cork	coq		2	0.943	0.943	3	1.89	~ fr:cocu ≈ en:corky en:cork ≈ fr:coq
bell	belles	1.0	2	0.943	0.943	4	1.89	en:suited ~ en:suitable ≈ fr:suent belle ~ fr:belles ≈ en:bell
debating	tibet in	0.914	2	0.949	0.94	2	1.88	en:debating ≈ fr:tibet in ~ fr:tibet
decorative	décret ive	0.96	2	0.948	0.941	2	1.88	en:decorative ≈ fr:décret ive ~ fr:décret
essentially en:basically	pays clé		2	0.948	0.94	3	1.88	~ fr:sain joli ≈ en:essentially en:basically ≈ fr:pays clé
presses	précis fr:précise		2	0.947	0.942	4	1.88	~ en:prissy ≈ fr:précis fr:précise ≈ en:presses ~ fr:presses
enters	aident aise fr:aides aise		2	0.947	0.9395	3	1.88	≈ en:entry ~ en:enters ≈ fr:aident aise fr:aides aise
reaching en:reaches	rient chaise		2	0.945	0.9405	3	1.88	~ fr:rient chine ≈ en:reaching en:reaches ≈ fr:rient chaise
escort	escorte	1.0	2	0.945	0.9425	2	1.88	en:escort ≈ fr:escorte ~ fr:escort
distracted en:distract	dis tracts		2	0.944	0.9385	3	1.88	~ fr:dis traquent aide ≈ en:distracted en:distract ≈ fr:dis tracts
belling	mailing	0.932	2	0.943	0.938	2	1.88	en:belling ≈ fr:mailing ~ fr:mail
bedding	bedaine	0.922	2	0.942	0.9415	2	1.88	en:bedding ≈ fr:bedaine ~ fr:bénisse
parky	paquet	0.926	2	0.942	0.9385	2	1.88	en:parks ~ en:parky ≈ fr:paquet
redden	redonne	0.952	2	0.942	0.942	2	1.88	en:redder ~ en:redden ≈ fr:redonne
wrestler en:wrestling	raies ligne		2	0.942	0.942	3	1.88	~ fr:raies les ≈ en:wrestler en:wrestling ≈ fr:raies ligne
wrestling	raies ligne fr:ligne		2	0.942	0.94	3	1.88	≈ en:wrestler ~ en:wrestling ≈ fr:raies ligne fr:ligne
dippy	dépit	0.94	2	0.941	0.9395	2	1.88	en:dippy ≈ fr:dépit ~ fr:autrement
retention	coincent chaîne fr:ricin chaîne		2	0.941	0.941	3	1.88	~ en:question ≈ fr:coincent chaîne fr:ricin chaîne ≈ en:retention
sunrise	son rase	0.932	2	0.941	0.938	3	1.88	en:levee ≈ fr:lever = en:sunrise ≈ fr:son rase
lender en:lenders	lin dos		2	0.941	0.939	3	1.88	~ fr:lin des ≈ en:lender en:lenders ≈ fr:lin dos
website	limbes hâte	0.92	2	0.941	0.941	3	1.88	en:seat ≈ fr:site ~ en:website ≈ fr:limbes hâte
setup	sait happe	0.976	2	0.941	0.941	2	1.88	en:setup ≈ fr:sait happe ~ fr:haché
greatest	créent êtes fr:créent est		2	0.94	0.94	3	1.88	~ en:credit ≈ fr:créent êtes fr:créent est ≈ en:greatest
semester	excès os fr:sommets tes		2	0.939	0.939	3	1.88	= en:exodus ≈ fr:excès os fr:sommets tes ≈ en:semester
netty	noter	0.911	2	0.939	0.939	3	1.88	en:net ≈ fr:nettes ~ en:netty ≈ fr:noter
deed irked	distinctes	0.915	2	0.938	0.938	2	1.88	en:deed arse ~ en:deed irked ≈ fr:distinctes
according en:en	aine		2	0.938	0.9375	3	1.88	~ fr:écot in ≈ en:according en:en ≈ fr:aine
set en:setter	synthé		2	0.938	0.938	3	1.88	~ fr:cet ≈ en:set en:setter ≈ fr:synthé
krill	grill	0.945	2	0.938	0.934	2	1.87	en:krill ≈ fr:grill ~ fr:griller
belly	bey lies	1.0	2	0.937	0.936	2	1.87	en:belly ≈ fr:bey lies ~ fr:mensonge
successes	secs incise	0.943	2	0.937	0.936	6	1.87	en:successes ≈ fr:secs incise ~ en:secs ≈ fr:sexe ~ fr:sexes ≈ en:sex ~ fr:sexuel
legit	jets fr:laid jette		2	0.936	0.936	3	1.87	~ en:jet ≈ fr:jets fr:laid jette ≈ en:legit
investor en:investors	nouées thèse		2	0.935	0.935	3	1.87	~ fr:haines ester ≈ en:investor en:investors ≈ fr:nouées thèse
lectures en:lecture	liguent chez		2	0.935	0.935	3	1.87	~ fr:liguent chaise ≈ en:lectures en:lecture ≈ fr:liguent chez
preferably	prêt repli	0.959	2	0.935	0.9335	2	1.87	en:preferably ≈ fr:prêt repli ~ fr:répondant
emcees en:emmet	émettent		2	0.935	0.935	3	1.87	~ fr:aimes hisse ≈ en:emcees en:emmet ≈ fr:émettent
factory	vaquent ri	0.94	2	0.934	0.934	3	1.87	en:oozing ≈ fr:usine = en:factory ≈ fr:vaquent ri
northwestern en:southwest	cent ouest		2	0.934	0.934	3	1.87	~ fr:notais tonnes ≈ en:northwestern en:southwest ≈ fr:cent ouest
attic	hissent éthique fr:éthique		2	0.933	0.933	3	1.87	~ en:aesthetic ≈ fr:hissent éthique fr:éthique ≈ en:attic
beetle	pas elle fr:but elle		2	0.933	0.933	3	1.87	= en:parcel ≈ fr:pas elle fr:but elle ≈ en:beetle
resell	pas elle fr:ries elle		2	0.933	0.933	3	1.87	= en:parcel ≈ fr:pas elle fr:ries elle ≈ en:resell
invest en:investing	nouées teigne		2	0.933	0.933	3	1.87	~ fr:haines est ≈ en:invest en:investing ≈ fr:nouées teigne
branches fr:branche	bradent chaise		2	0.939	0.929	3	1.86	≈ fr:coud chaise ~ fr:bradent chaise ≈ en:branches fr:branche
automatic	hautement hic	0.915	2	0.936	0.928	2	1.86	en:automatic ≈ fr:hautement hic ~ fr:hautement
compression	con prochaine	0.901	2	0.935	0.9305	2	1.86	en:compression ≈ fr:con prochaine ~ fr:prochaine
macaw	mégots	0.915	2	0.935	0.9285	2	1.86	en:macaw ≈ fr:mégots ~ fr:méga
packs	pacs	0.97	2	0.935	0.929	2	1.86	en:packs ≈ fr:pacs ~ fr:pac
pax	pacs	0.97	2	0.935	0.929	2	1.86	en:pax ≈ fr:pacs ~ fr:pac
autumn eater	indemnités	0.922	2	0.933	0.9315	2	1.86	en:autumn eater ≈ fr:indemnités ~ fr:rémunération
entered en:enters	aident aise		2	0.932	0.932	3	1.86	~ fr:aident aide ≈ en:entered en:enters ≈ fr:aident aise
predecessor en:previous	pris os		2	0.932	0.932	3	1.86	~ fr:prient cessé ≈ en:predecessor en:previous ≈ fr:pris os
dancer	tan ses	0.952	2	0.932	0.9315	2	1.86	en:dancer ≈ fr:tan ses ~ fr:vais
ending en:ended	haines aide		2	0.932	0.9305	3	1.86	~ fr:haines in ≈ en:ending en:ended ≈ fr:haines aide
red error en:red	raids		2	0.932	0.93	4	1.86	~ fr:restera ≈ en:red error en:red ≈ fr:raids ~ fr:raides
vicinity en:proximity	braques midi		2	0.931	0.931	3	1.86	~ fr:vis hindi ≈ en:vicinity en:proximity ≈ fr:braques midi
dickie	tiquer	0.915	2	0.931	0.931	2	1.86	en:dickey ~ en:dickie ≈ fr:tiquer
dickey	tiquer	0.915	2	0.931	0.931	2	1.86	en:dickie ~ en:dickey ≈ fr:tiquer
insanity	hindi fr:haines hindi		2	0.931	0.931	3	1.86	= en:under ≈ fr:hindi fr:haines hindi ≈ en:insanity
feathers	fais aise	0.929	2	0.931	0.931	3	1.86	en:suggest ≈ fr:sait geste ~ fr:fais aise ≈ en:feathers
maternal	matin elle	0.915	2	0.93	0.9295	2	1.86	en:mothers ~ en:maternal ≈ fr:matin elle
disgrace	dis grèce	0.945	2	0.929	0.9285	2	1.86	en:disgrace ≈ fr:dis grèce ~ fr:grecs
petit eve en:eve	ives		2	0.929	0.929	3	1.86	~ fr:positive ≈ en:petit eve en:eve ≈ fr:ives
pleaded en:pleading	plient in		2	0.928	0.928	3	1.86	~ fr:plient aide ≈ en:pleaded en:pleading ≈ fr:plient in
debt inner en:debt	dettes		2	0.928	0.928	3	1.86	~ fr:destinée ≈ en:debt inner en:debt ≈ fr:dettes
enters en:entered	aident aide		2	0.928	0.928	3	1.86	~ fr:aident aise ≈ en:enters en:entered ≈ fr:aident aide
kookie	cookie	1.0	2	0.963	0.9255	2	1.85	en:kookie ≈ fr:cookie ~ fr:cookies
kooky	cookie	1.0	2	0.963	0.9255	2	1.85	en:kooky ≈ fr:cookie ~ fr:cookies
branches fr:succursales	bradent chaise		2	0.938	0.9275	3	1.85	≈ fr:coud chaise ~ fr:bradent chaise ≈ en:branches fr:succursales
diseases en:disease	dis hisse		2	0.938	0.9265	3	1.85	~ fr:dis isis ≈ en:diseases en:disease ≈ fr:dis hisse
deceive en:decease	dis hisse		2	0.935	0.9235	3	1.85	~ fr:dis ive ≈ en:deceive en:decease ≈ fr:dis hisse
boundary	ban doré	0.933	2	0.933	0.9225	2	1.85	en:boundaries ~ en:boundary ≈ fr:ban doré
proposal en:proposes	propos aise		2	0.927	0.927	3	1.85	~ fr:propos elle ≈ en:proposal en:proposes ≈ fr:propos aise
gravel en:dusty	des tee		2	0.927	0.925	3	1.85	~ fr:gras elle ≈ en:gravel en:dusty ≈ fr:des tee
beaters en:beat	bit		2	0.927	0.927	3	1.85	~ fr:vitesse ≈ en:beaters en:beat ≈ fr:bit
braes	brise	1.0	2	0.926	0.926	2	1.85	en:breeze = fr:brise ≈ en:braes
digit	dit jette	0.944	2	0.925	0.925	2	1.85	en:digits ~ en:digit ≈ fr:dit jette
monetary	menait ri	0.948	2	0.925	0.924	2	1.85	en:monetary ≈ fr:menait ri ~ fr:mineure
printer	brin tes	0.94	2	0.925	0.925	3	1.85	en:residential ≈ fr:raies tain gel ~ fr:brin tes ≈ en:printer
sheen en:sheeny	chiner		2	0.924	0.924	3	1.85	~ fr:chinent ≈ en:sheen en:sheeny ≈ fr:chiner
pending	pain haleter fr:pain digne		2	0.923	0.923	3	1.85	= en:penalty ≈ fr:pain haleter fr:pain digne ≈ en:pending
petrol	paient rôle	0.96	2	0.923	0.923	2	1.85	en:petrol ≈ fr:paient rôle ~ en:role
vs en:versus	vais aise		2	0.923	0.923	3	1.85	~ fr:vies ès ≈ en:vs en:versus ≈ fr:vais aise
trusted en:trusting	tracent in		2	0.923	0.923	3	1.85	~ fr:tracent aide ≈ en:trusted en:trusting ≈ fr:tracent in
terrific	tord hic	0.916	2	0.94	0.9215	2	1.84	en:fantastic ~ en:terrific ≈ fr:tord hic
petition	paient chaîne	0.949	2	0.94	0.922	3	1.84	en:petit your ≈ fr:pétition ~ en:petition ≈ fr:paient chaîne
irked raw	extrait	0.901	2	0.938	0.919	2	1.84	en:irked raw ≈ fr:extrait ~ fr:extraits
medicine	met scène	0.96	2	0.933	0.9205	2	1.84	en:medicine ≈ fr:met scène ~ fr:scène
render en:rendering	reines ring		2	0.933	0.9215	3	1.84	~ fr:rhin des ≈ en:render en:rendering ≈ fr:reines ring
previous en:previously	privées lis		2	0.929	0.9185	3	1.84	~ fr:pris os ≈ en:previous en:previously ≈ fr:privées lis
tesla	déceler	0.956	2	0.927	0.922	2	1.84	en:tesla ≈ fr:déceler ~ fr:déchiffrer
sheared	géode	0.911	2	0.925	0.919	2	1.84	en:sheared ≈ fr:géode ~ fr:géo
sheered	géode	0.911	2	0.925	0.919	2	1.84	en:sheered ≈ fr:géode ~ fr:géo
basket	bas quitte	0.954	2	0.924	0.922	2	1.84	en:basket ≈ fr:bas quitte ~ fr:enlevés
alumni	élan ni	0.901	2	0.923	0.922	2	1.84	en:alumni ≈ fr:élan ni ~ fr:intello
red aura	restaurer	0.949	2	0.923	0.9195	2	1.84	en:red aura ≈ fr:restaurer ~ fr:restaurateurs
settled en:settle	sait elle		2	0.921	0.9205	4	1.84	~ fr:sait halte ≈ en:settled en:settle ≈ fr:sait elle ~ fr:but elle
sliding	soient in	0.902	2	0.921	0.9205	2	1.84	en:sliding ≈ fr:soient in ~ fr:apportez
mortality	mot alité	0.945	2	0.92	0.919	2	1.84	en:mortality ≈ fr:mot alité ~ fr:termes
secondly	déconnent lis	0.913	2	0.92	0.92	3	1.84	en:secondary ≈ fr:déconnent ri ~ fr:déconnent lis ≈ en:secondly
shoot iffy en:shoot	shootes		2	0.919	0.919	3	1.84	~ fr:justifie ≈ en:shoot iffy en:shoot ≈ fr:shootes
branches	mat chaise fr:bradent chaise		2	0.919	0.918	4	1.84	~ en:matches ≈ fr:mat chaise fr:bradent chaise ≈ en:branches ~ fr:branche
red error en:red	raid		2	0.918	0.918	3	1.84	~ fr:restera ≈ en:red error en:red ≈ fr:raid
teaching	dit chine	0.938	2	0.918	0.918	2	1.84	en:teaches ~ en:teaching ≈ fr:dit chine
canoes	con use	0.929	2	0.937	0.914	2	1.83	en:canoed ~ en:canoes ≈ fr:con use
mention	main chaîne	0.96	2	0.929	0.914	2	1.83	en:mention ≈ fr:main chaîne ~ fr:chaîne
chemise	chemisent	1.0	2	0.923	0.9145	2	1.83	en:chemise ≈ fr:chemisent ~ fr:chevreuil
pentagon	peinent gaine	0.963	2	0.919	0.9145	2	1.83	en:pentagon ≈ fr:peinent gaine ~ fr:gagne
practiced en:practice	braquent hisse		2	0.917	0.917	3	1.83	~ fr:braquent est ≈ en:practiced en:practice ≈ fr:braquent hisse
founded en:founders	fanent aise		2	0.917	0.917	3	1.83	~ fr:fanent aide ≈ en:founded en:founders ≈ fr:fanent aise
partners en:partner	bat né		2	0.916	0.916	3	1.83	~ fr:bat noces ≈ en:partners en:partner ≈ fr:bat né
blip	plèbe	0.911	2	0.916	0.916	2	1.83	en:bloop ~ en:blip ≈ fr:plèbe
canal	quenelle	0.952	2	0.916	0.914	2	1.83	en:canal ≈ fr:quenelle ~ fr:ndiaye
basketball	masquent bol	0.954	2	0.915	0.9135	2	1.83	en:basketball ≈ fr:masquent bol ~ fr:fougueux
decreasing	décris in	0.939	2	0.915	0.915	3	1.83	en:depending ≈ fr:dépeignent in ~ fr:décris in ≈ en:decreasing
disses en:dissed	test		2	0.914	0.914	3	1.83	~ fr:dis aise ≈ en:disses en:dissed ≈ fr:test
testis en:testers	taies thèse		2	0.914	0.914	3	1.83	~ fr:taies dix ≈ en:testis en:testers ≈ fr:taies thèse
possessed en:possess	paix ace		2	0.913	0.913	3	1.83	~ fr:paix est ≈ en:possessed en:possess ≈ fr:paix ace
chevy en:coupe	coupes		2	0.913	0.913	3	1.83	~ fr:cheveux ≈ en:chevy en:coupe ≈ fr:coupes
port	pote	1.0	2	0.925	0.909	2	1.82	en:portly ~ en:port ≈ fr:pote
busted en:wrested	rincent aide		2	0.912	0.912	3	1.82	~ fr:baissent aide ≈ en:busted en:wrested ≈ fr:rincent aide
registry	raids stries	0.96	2	0.912	0.912	2	1.82	en:registry ≈ fr:raids stries ~ fr:fouilles
meet error en:error	ère		2	0.911	0.911	3	1.82	~ fr:mystérieux ≈ en:meet error en:error ≈ fr:ère
nixed	mixte	0.92	2	0.91	0.91	2	1.82	en:nicked ~ en:nixed ≈ fr:mixte
pursuit	paix août	0.952	2	0.909	0.9085	2	1.82	en:pursuit ≈ fr:paix août ~ fr:pau
landing	lin digne	0.904	2	0.908	0.908	2	1.82	en:landed ~ en:landing ≈ fr:lin digne
suffered	saut aide	0.902	2	0.917	0.905	2	1.81	en:suffers ~ en:suffered ≈ fr:saut aide
distributor	dissent rebuter	0.953	2	0.909	0.9075	2	1.81	en:distributor ≈ fr:dissent rebuter ~ fr:contredire
lapped	laps	0.911	2	0.906	0.905	2	1.81	en:lapped ≈ fr:laps ~ fr:infantile
wrested	rincent aide fr:rincer		2	0.912	0.8995	3	1.8	≈ en:busted ~ en:wrested ≈ fr:rincent aide fr:rincer
largest	lent geste	0.949	2	0.91	0.898	2	1.8	en:largest ≈ fr:lent geste ~ fr:lenteur
releases	relis aise	0.945	2	0.906	0.902	2	1.8	en:releases ≈ fr:relis aise ~ fr:relie
forby	phobie	1.0	2	0.902	0.902	3	1.8	en:forepeak ≈ fr:phobique ~ fr:phobie ≈ en:forby
nonetheless	naines laisse	0.929	2	0.901	0.8985	2	1.8	en:nonetheless ≈ fr:naines laisse ~ fr:maternelle
accessories	excès ruse	0.931	2	0.899	0.8985	2	1.8	en:accessories ≈ fr:excès ruse ~ fr:russ
rental en:renter	rhin tes		2	0.899	0.899	3	1.8	~ fr:rhin tel ≈ en:rental en:renter ≈ fr:rhin tes
ported en:porting	bottines		2	0.898	0.898	3	1.8	~ fr:petite ≈ en:ported en:porting ≈ fr:bottines
douche	douches	1.0	2	0.938	0.8955	2	1.79	en:douche ≈ fr:douches ~ fr:douche
firstly	foncent lis	0.96	2	0.903	0.8935	2	1.79	en:firstly ≈ fr:foncent lis ~ fr:lignée
landed	lin dites	0.904	2	0.897	0.896	2	1.79	en:landed ≈ fr:lin dites ~ fr:empreintes
deed arse	distance	0.921	2	0.894	0.894	5	1.79	≈ fr:distinguer fr:distingue ≈ en:deed egg ~ en:deed arse ≈ fr:distance ~ fr:distances
flew	floue	1.0	2	0.894	0.8925	2	1.79	en:flew ≈ fr:floue ~ fr:flous
rental en:rented	rhin tête		2	0.893	0.893	3	1.79	~ fr:rhin tel ≈ en:rental en:rented ≈ fr:rhin tête
wracks en:wrested	rincent aide		2	0.887	0.887	3	1.77	~ fr:rixe ≈ en:wracks en:wrested ≈ fr:rincent aide
sensing	sain signe	0.944	2	0.883	0.883	2	1.77	en:sensing ≈ fr:sain signe ~ fr:manquant
sidewalk	cent wok	0.94	2	0.893	0.88	2	1.76	en:sidewalk ≈ fr:cent wok ~ fr:cent
lopped	loft	0.915	2	0.881	0.8805	2	1.76	en:lopped ≈ fr:loft ~ fr:plafonds
expose	exposent	0.9	2	0.91	0.869	2	1.74	en:expose ≈ fr:exposent ~ fr:exposer
realities	rallient hisse	0.943	2	0.873	0.869	2	1.74	en:realities ≈ fr:rallient hisse ~ fr:rallié
it olla	installée	0.901	2	0.847	0.847	2	1.69	en:setup ~ fr:installée ≈ en:it olla
boarding	bottines	0.926	2	0.817	0.817	2	1.63	en:boarded ~ en:boarding ≈ fr:bottines
boarded	bottines	0.909	2	0.812	0.812	2	1.62	en:boarding ~ en:boarded ≈ fr:bottines
