en	fr	combo
bally	bol	0.781
tractive	tracts	0.667
disprove	d prouvent	0.805
pressies	presse	0.807
presses	presse	0.844
marcel	parcelle	0.751
triply	repli	0.705
restive	reste	0.788
wrested	reste	0.847
tresses	treize	0.848
testis	tester	0.781
testes	tester	0.781
testers	test	0.844
rested	reste	0.847
reprove	prouvent	0.844
meatball	but bol	0.749
conceit	on site	0.705
concede	on cid	0.705
censors	saine	0.765
censored	saine	0.768
censers	saine	0.765
bellies	belle	0.768
tesla	tels	0.681
terrors	thèse	0.809
senores	seigneur	0.672
scrip	skip	0.743
reseal	cils	0.809
rennet	reines	0.773
privy	profit	0.690
porters	pause	0.761
pennis	peine	0.738
peacock	pique	0.816
menace	mène	0.773
grist	gris	0.659
ferrule	foule	0.738
decease	dix	0.814
conic	cac	0.657
centaur	son tore	0.788
cecal	seigle	0.743
beckon	bec	0.757
parlour	parles	0.793
parlor	parles	0.793
palmy	amie	0.662
marshy	marché	0.649
lardy	ledit	0.723
larder	lord	0.748
kami	commit	0.748
kali	colis	0.763
catarrh	car	0.661
carter	car	0.690
carny	garni	0.732
carnie	garni	0.732
carney	garni	0.732
carder	carde	0.793
wrestle	réel	0.645
treater	rire	0.814
strep	steppes	0.844
stela	tels	0.681
sext	secte	0.848
sexed	secte	0.848
setters	seize	0.809
senors	saine	0.808
seeders	six	0.686
seeded	site	0.686
seaport	supporte	0.689
routers	rare	0.675
rooters	rousse	0.683
redly	est lie	0.663
redden	reines	0.765
rebury	mairie	0.729
praetor	prirent	1.000
pleader	plie	0.812
misty	midi	0.645
metres	mise	0.809
metered	mirent	0.812
messes	messe	0.808
meetly	midi	0.722
leases	lise	0.814
kukri	écris	0.719
freebie	frémit	0.714
fender	faites	0.676
faeces	ici	0.655
emcees	un sise	0.731
deport	porte	0.655
crest	crête	0.848
creaky	kiki	0.880
corset	corset	0.872
conte	carte	0.649
ceded	site	0.686
cedars	six	0.686
caress	caisse	0.809
callers	col	0.808
busty	bâti	0.746
budgie	but j	0.690
breech	brèche	0.735
bawdry	batterie	0.702
rede	raie	0.757
litre	lire	1.000
leeks	x	0.781
freest	frites	0.806
feta	firent	0.833
corny	corner	0.821
corky	gorki	0.821
rusty	récit	0.655
lording	lord	0.788
greeter	gris	0.809
titter	tir	0.733
titre	tir	0.733
tiki	ski	0.677
telly	delhi	0.785
teddy	édit	0.690
tedder	aides	0.760
sortie	sort	0.738
shinny	génie	0.655
seesaw	six	0.781
prick	pique	0.685
picky	pays	0.655
mys	masse	0.702
loppy	tapis	0.633
limy	libye	0.658
krill	quel	0.683
kite	casse	0.683
emmet	aimait	0.688
ditty	tri	0.692
dilly	délit	0.770
deader	dès	0.757
cedi	édit	0.691
brawn	bonne	0.809
treading	traîne	0.713
wreaked	rite	0.781
velour	veulent	0.730
treen	tri	0.802
tiller	tels	0.730
techs	teck	0.814
swede	sud	0.678
spree	pris	0.814
skid	ski	0.688
skeet	quitte	0.814
settee	cette	0.781
setae	série	0.787
seedy	citer	0.670
rusher	roches	0.730
ruder	roue	0.757
rooter	roue	0.753
rishi	riches	0.781
reeked	rite	0.781
reddest	reste	0.809
redder	raid	1.000
reaped	ripe	0.814
ratty	henri	0.663
rasher	riches	0.710
rapport	rapports	0.645
raki	requis	0.755
pressers	presse	0.844
preen	pris	0.802
precede	préside	0.756
pleat	plie	0.814
plead	plie	0.812
pinny	pays	0.676
peeks	pique	0.814
pecked	pacte	0.755
pawpaw	pop	0.823
pallor	pale	0.730
paddy	pays	0.671
orcas	orques	0.762
missy	midi	0.658
mise	midi	0.658
mealy	mille	0.781
mealie	mille	0.781
loony	lui	0.676
looney	lui	0.676
lieder	lie	0.757
leaped	lippe	0.814
leaky	libye	0.752
lauder	lord	0.809
lackey	acquis	0.655
grit	gris	0.690
gran	graines	0.770
freeboard	fripon	0.668
forked	forte	0.822
foresee	aussi	0.655
foresaw	force	0.822
fleece	lisse	0.802
fleam	lime	0.802
fenny	finie	0.772
drool	roule	0.812
dreg	reg	0.812
dread	raid	0.812
dorky	harkis	0.732
dorks	taxe	0.627
dissed	dite	0.691
derry	der	0.781
decked	dette	0.781
debtor	der	1.000
cyst	cette	0.688
cutty	carie	0.785
cubby	copie	0.670
clued	clou	0.812
clot	clan	0.688
cist	cette	0.688
cheep	type	0.781
catty	carie	0.785
caressed	crête	0.848
canny	caddie	0.655
brit	bit	0.685
bris	baisse	0.683
brill	brûle	0.755
blued	blouse	0.770
bleat	bit	0.781
becks	bec	0.814
baulked	bock	0.814
artiste	artiste	0.852
acme	amie	0.655
teeny	finie	0.769
sorest	sortes	0.657
pleading	pline	0.713
phoebe	bibi	0.789
cling	cligne	0.673
weaken	icône	0.643
screed	cries	0.668
pennies	peine	0.768
beetle	bile	0.762
tali	allie	0.696
rete	raie	0.760
ridgy	régie	0.732
redraw	rideau	0.743
readied	réside	0.716
exon	exempt	0.773
disses	disent	0.691
belling	belle	0.746
bellied	belle	0.771
wedgie	est j	0.668
supers	soupe	0.808
straws	rose	0.769
stelae	delhi	0.746
speller	pelle	0.814
specs	sexes	0.822
specks	sexes	0.822
reseed	ride	0.814
recede	ride	0.814
preppy	pipi	0.758
meted	mirent	0.812
meatus	mirent	0.767
lessen	les n	0.645
greeny	grille	0.728
foresees	forêt	0.702
deceit	dite	0.814
canoes	cause	0.633
canoed	coude	0.757
balder	bol	0.812
seizing	signe	0.656
seeding	signe	0.659
ruche	riches	0.673
parky	marquis	0.708
neater	ni	0.753
marge	marge	0.659
foremen	formaient	0.864
emcee	aimer	0.688
ceding	signe	0.659
quip	coupes	0.682
inly	un lie	0.692
bevy	baiser	0.648
bevvy	baiser	0.648
bedding	baigne	0.659
bawling	bol	0.746
balling	bol	0.746
remit	rime	0.773
peewee	pille	0.678
ochrey	écris	0.763
cleat	quitte	0.781
forelegs	falaise	0.645
ricked	dicte	0.645
nelly	delhi	0.770
lopped	apte	0.662
escheat	incite	0.655
dicky	ski	0.678
dicks	x	0.688
dickie	ski	0.678
dickey	ski	0.678
techies	acquise	0.722
penning	peine	0.748
treed	ride	0.814
tics	x	0.690
ticks	x	0.690
techy	acquis	0.658
techie	acquis	0.658
swam	sam	0.689
pecs	boxe	0.655
pecks	boxe	0.655
netty	nerf	0.781
lemme	émis	0.657
lapped	lift	0.640
jot	date	0.684
flume	flou	0.781
floss	flotte	0.770
flees	lise	0.802
fleas	lise	0.802
drat	date	0.683
detour	dit or	0.745
clem	clame	0.755
chock	tchèque	0.748
choc	tchèque	0.748
chevy	sévit	0.658
cadge	cage	0.686
brawl	bol	0.809
bran	bras	0.676
booby	bibi	0.789
bloop	loupe	0.781
blip	bip	0.657
reaming	rime	0.746
shekel	chèque	0.740
mission	mine	0.630
leafy	libye	0.755
talkers	toc	0.808
scram	crame	0.655
passion	panne	0.628
minas	mine	0.762
beaters	bise	0.809
shedding	chaîne	0.656
dinky	on qui	0.632
kneader	ni	0.757
cooing	couilles	0.648
nisi	ici	0.678
eggers	aise	0.716
pecking	peigne	0.634
wrecked	reg	0.688
wracked	actes	0.683
rucked	actes	0.683
racked	actes	0.683
lept	lest	0.733
leapt	lest	0.733
only	on lie	0.688
after	aphtes	0.730
because	base	0.634
little	lille	0.652
mr	mette	0.688
company	compagnies	0.645
business	business	0.725
person	peine	0.655
music	musc	0.624
national	chenal	0.650
single	single	0.629
become	baume	0.634
remember	même	0.638
york	orques	0.815
possible	pas belle	0.626
living	living	0.691
outside	as as	0.627
dr	actes	0.693
de	de	1.000
especially	et pêcheries	0.681
include	un clou	0.620
similar	semelle	0.640
common	cane	0.634
st	cette	0.676
tv	dévie	0.670
april	épaule	0.623
couple	câble	0.640
british	brèche	0.736
companies	on venise	0.668
middle	mille	0.655
al	al	0.637
received	rives	0.668
questions	question	0.625
ok	ok	0.700
whatever	et ève	0.658
david	défi	0.628
model	mal	0.659
perhaps	passent	0.634
washington	washington	0.679
version	veine	0.645
australia	australie	0.643
listen	les n	0.631
okay	ok	0.700
sir	ce	0.667
lol	lille	0.681
table	table	0.625
cases	cause	0.651
george	georges	0.744
visit	vite	0.658
allowed	lad	0.674
paul	paul	1.000
charge	tchad	0.625
chinese	venise	0.640
double	double	0.628
ass	as	0.637
california	californie	0.625
certainly	son lie	0.695
jesus	disait	0.623
additional	et chenal	0.655
posted	poste	0.640
san	saine	0.710
collection	collecte	0.623
designed	design	0.756
friday	frappée	0.673
nobody	normandie	0.641
pre	pris	1.000
anymore	un maures	0.730
features	fiche	0.665
finished	finish	0.677
france	france	0.758
opening	happening	0.636
approach	approches	0.689
none	naine	0.725
africa	et que	0.624
fighting	farine	0.629
multiple	multiples	0.629
activities	et frise	0.642
finish	finish	0.691
marriage	marge	0.632
captain	capte	0.626
mrs	mise	0.663
texas	texas	0.838
christian	christ	0.641
holy	colis	0.637
theory	syrie	0.640
agency	et on si	0.676
executive	exécutive	0.667
app	happe	0.637
mobile	mobile	0.695
robert	rapt	0.678
begin	béguines	0.633
bottom	barème	0.649
critical	querelles	0.670
budget	badge	0.634
louis	lui	0.730
paris	passent	0.656
understanding	in standing	0.626
chris	cries	0.691
employees	héloïse	0.634
http	et dit hippie	0.688
adult	et halte	0.653
engineering	engineering	0.715
happening	happening	0.646
institute	on toute	0.665
christ	crasse	0.735
richard	ride	0.633
los	lasse	0.740
mary	mairie	1.000
materials	maîtrise	0.630
magic	magique	0.621
volume	valium	0.680
mexico	mexico	0.787
slightly	swahili	0.668
funds	phase	0.646
henry	un ri	0.676
martin	marne	0.639
britain	bretonne	0.692
upper	happe	0.637
purchase	patch	0.624
steve	savent	0.658
command	commande	0.631
labour	limbes	0.683
attorney	et honni	0.655
im	aimes	0.637
pm	poème	0.740
attacks	et axe	0.655
affairs	faire	0.659
applied	plate	0.634
appropriate	prophète	0.627
boston	boston	0.798
golden	golden	0.682
ya	yeux	0.637
abuse	pousse	0.652
businesses	business	0.702
et	êtes	1.000
italy	relie	0.852
jersey	aussi	0.634
ll	aisselles	0.774
korea	cries	0.833
posts	poste	0.641
taylor	tels	0.706
sam	sam	0.730
chicken	tchèque	0.626
examples	exemples	0.631
vision	veine	0.651
whenever	un ève	0.734
zero	zéro	0.637
alex	axe	0.634
un	âne	0.637
unfortunately	un fort chenal	0.624
desire	des a	0.652
jewish	douche	0.663
opportunities	apprise	0.645
newspaper	nous pep	0.689
reserve	rêve	0.656
returns	rose	0.648
deserve	des ève	0.631
faces	phase	0.651
kim	comme	0.690
kinda	canon	0.626
reasonable	risible	0.682
ryan	rhône	0.648
brazil	brésil	0.706
andrew	en trou	0.655
bbc	bibi	0.852
prefer	prêts	0.651
unlike	en lac	0.649
assets	cette	0.643
consumer	consume	0.634
dc	ici	0.812
el	elle	1.000
kevin	caisse	0.621
ve	vie	1.000
panel	pale	0.645
personality	penalty	0.627
practices	précise	0.623
agencies	et on sise	0.716
cable	câble	0.625
da	dans	0.637
irish	arche	0.685
linked	links	0.621
multi	malta	0.719
nfl	un eiffel	0.837
widely	et lie	0.626
manchester	et geste	0.634
pc	pisser	0.785
sydney	et ni	0.644
principal	principal	0.633
commander	commande	0.631
dan	dan	0.730
jan	gin	0.770
tim	thème	0.730
engineer	in in	0.636
greek	crique	0.785
le	le	1.000
marked	marque	0.660
admitted	et merde	0.630
bc	ici	0.781
davis	défi	0.630
dna	dîner	0.708
eric	erg	0.692
korean	cries	0.757
latin	latine	0.645
pocket	pacte	0.664
practical	pactole	0.622
sarah	serre	0.833
circuit	secte	0.658
healthcare	et caire	0.662
jews	douze	0.802
miami	mamie	0.791
assessment	s monte	0.670
ceo	sillon	0.627
infrastructure	on stretch	0.626
soldier	solde	0.632
castle	cale	0.655
egypt	égypte	0.621
jeff	chef	0.686
luke	loup	0.716
mac	mac	0.730
palace	police	0.621
rome	rome	0.706
badly	bali	0.744
featured	fiche	0.667
kelly	quel	0.781
muscle	mal	0.655
tag	tag	0.730
victoria	victorieux	0.692
andy	en dit	0.703
copies	case	0.640
farmers	formes	0.620
liverpool	les poule	0.753
ny	un ouah	0.652
opens	opens	0.666
raising	résigne	0.632
romantic	romantique	0.651
comic	cac	0.640
dallas	délaisse	0.643
entering	un traîne	0.622
https	et dit pièce	0.634
islam	islam	0.651
morgan	morgue	0.797
moscow	masquer	0.624
na	na	0.652
odd	andes	0.637
op	happe	0.652
philadelphia	philadelphie	0.736
vegas	vexe	0.627
whoever	rêve	0.649
colonel	quenelle	0.655
cousin	cane	0.650
dragon	dragonne	0.694
mexican	mexicaine	0.764
opinions	venise	0.630
ap	happe	0.637
bro	broc	0.833
nah	na	0.652
pennsylvania	pennsylvanie	0.623
syria	syrie	0.669
abroad	brode	0.843
disney	des ni	0.729
fitness	finesse	0.623
gary	guéri	0.785
liquid	liquide	0.625
refuse	rose	0.624
ross	rosse	1.000
berlin	baleine	0.631
bishop	bip	0.630
clark	claque	0.747
feb	fait	0.716
lists	liste	0.657
rapid	rapides	0.645
anna	ne	0.716
bands	base	0.646
honour	âne	0.652
improving	un prouvent	0.633
introduce	un très housse	0.654
matthew	matou	0.631
monitor	mare	0.657
patrick	patrick	0.696
phil	file	0.733
begun	bonne	0.622
cd	citer	0.670
landscape	les skip	0.635
organisation	organisé	0.620
walter	volts	0.775
ann	âne	0.637
detroit	dit rode	0.623
discount	discount	0.774
dozen	des aine	0.643
impression	un prêche	0.640
input	input	0.691
johnny	génie	0.635
oct	actes	0.740
ranked	actes	0.627
sept	cep	0.814
twelve	tels	0.643
voices	vol	0.637
boxes	base	0.637
bruce	brousse	1.000
kate	quête	0.706
principle	principal	0.633
reveals	ville	0.661
aug	oc	0.637
commit	commettent	0.643
di	dit	1.000
fuckin	fan	0.634
russell	rôles	0.655
anne	âne	0.637
bones	base	0.639
connections	connexes	0.633
del	elle	0.757
il	il	0.642
listing	listing	0.725
romance	romane	0.620
ali	allie	0.740
blocked	blague	0.649
database	dérobé	0.660
favour	fèves	0.706
footage	forge	0.632
jon	dan	0.684
lawrence	lord	0.702
saudi	senti	0.645
sean	chaîne	0.710
agenda	et gêne	0.625
failing	féline	0.629
finishing	finish	0.650
graham	gramme	0.708
kentucky	kentucky	0.636
madrid	madrid	0.687
oregon	organes	0.702
sa	ça	0.652
similarly	simili	0.656
dec	teck	0.730
delhi	delhi	1.000
lifestyle	les tales	0.654
lisa	lisse	0.833
mp	un pi	0.670
se	si	1.000
timing	timing	0.725
cnn	semaines	0.680
greece	gris	0.814
intent	on tête	0.631
involve	valve	0.631
kennedy	conneries	0.666
larry	série	0.626
las	lasse	0.740
moore	maure	0.730
nazi	nazis	0.649
philip	flippe	0.660
turkish	tâche	0.622
bonds	base	0.652
firing	farine	0.629
maryland	merlin	0.667
murray	marée	0.652
tokyo	tokyo	0.630
traveling	travelling	0.678
barry	barrie	0.785
cameron	cameroun	0.665
fi	fat	0.786
hd	et dit	0.715
jerry	chérie	0.643
missouri	missouri	0.663
panic	pac	0.651
realise	relate	0.659
ted	aides	0.760
va	vas	0.652
warren	orne	0.667
ac	ici	0.702
danny	déni	0.785
des	dès	0.760
dvd	diviser	0.778
forgive	fèves	0.655
inquiry	un cries	0.622
li	la	0.786
stewart	toute	0.814
suggesting	et geste	0.626
abc	épaissit	0.697
bullet	boulettes	0.645
carl	cale	0.690
copyright	copyright	0.679
laura	lors	0.833
mitchell	michel	0.623
naval	nivelles	0.630
noble	nobel	0.719
susan	soudaine	0.714
tunnel	tels	0.642
brazilian	brésilienne	0.620
burden	bedaine	0.655
differently	d renie	0.676
dj	dit g	0.733
emma	aimes	0.786
greg	grec	0.785
outdoor	out or	0.623
parker	parcs	0.793
queensland	queensland	0.793
appeals	épile	0.662
baltimore	bonheur	0.623
batman	but man	0.665
charlotte	charlotte	0.699
christopher	christ	0.676
com	came	0.740
departure	patch	0.631
permit	pommettes	0.643
ron	rhône	0.700
ugh	hague	0.637
unity	on ri	0.630
chips	gypse	0.645
du	doux	1.000
ep	hep	1.000
fifa	fifa	0.771
fred	frais	0.812
orleans	horloge	0.641
swiss	six	0.691
tennessee	on si	0.634
amy	émis	0.833
barbara	barbe	0.641
blowing	bloque	0.702
fa	fat	0.652
hated	hard	0.655
hr	et char	0.645
md	aimer	0.686
pic	pique	0.733
yoga	yoga	0.653
alaska	les que	0.627
cargo	cargo	0.725
glasgow	glass go	0.680
marie	mi	0.753
mississippi	mississippi	0.696
pr	pires	0.781
receives	rives	0.665
samuel	séoul	0.693
slaves	slave	0.623
wasted	ouest	0.640
widespread	as prêts	0.657
accessible	accessible	0.674
cancel	cannelle	0.621
carpet	carpette	0.699
cole	col	0.706
craig	crée	0.748
didnt	dite	0.648
displayed	d plaide	0.652
gospel	gospel	0.670
sc	est si	0.925
unnecessary	in s ri	0.662
cinema	on me	0.624
colonial	colonel	0.647
controlling	contrôle	0.630
hiv	et avis	0.666
idk	arc	0.666
jamie	gémit	0.733
keith	qui	0.732
kent	quête	0.802
magnetic	man erg	0.639
resolve	salve	0.644
thai	ta	0.786
tyler	tales	0.833
von	vannes	0.740
wa	ouah	0.652
arriving	ravine	0.629
blake	blé	0.748
bubble	babel	0.643
der	der	1.000
infinite	in êtes	0.629
maine	mène	0.706
michelle	michel	0.823
neil	nil	1.000
preliminary	préliminaire	0.635
remarks	max	0.629
roberts	race	0.637
tommy	tamis	0.793
travelling	travelling	0.678
vancouver	on couve	0.663
vocal	vocale	0.708
bacon	bécane	0.708
cattle	cale	0.650
collins	case	0.627
colours	cause	0.655
costa	costaud	0.810
harvey	avis	0.662
jeremy	dormi	0.667
morris	morse	0.852
salad	salade	0.632
scholarship	scalp	0.671
smiling	smiley	0.639
twins	thèse	0.648
wallet	volts	0.650
cbs	subissent	0.679
eddie	édit	0.733
emily	un lie	0.670
ga	gars	0.652
kyle	cale	0.833
missile	mille	0.657
nancy	assis	0.638
norman	normes	0.622
ba	bah	0.652
cabin	cabine	0.645
closet	classe	0.629
hp	et pi	0.715
kenya	quel	0.637
mt	aimer	0.688
murphy	méfie	0.770
sentences	certaines	0.637
stuart	toute	0.814
arabia	répit	0.652
caribbean	cabine	0.658
feminist	féministe	0.648
linear	lire	0.653
mg	aimer	0.646
pete	pi	0.760
sri	ri	0.760
unfortunate	un fort chenet	0.664
victorian	victorienne	0.727
ashley	allie	0.655
canon	cane	0.645
connecticut	connecte	0.653
nearest	reste	0.626
rd	hardi	0.793
warner	orne	0.815
centres	saine	0.765
les	laisse	1.000
lifted	lift	0.655
nutrition	newton	0.621
ss	est s	0.856
cafe	café	0.667
colin	câline	0.651
flags	flics	0.626
julie	jolis	0.641
karen	cane	0.650
lasted	liste	0.641
marcus	max	0.630
statue	et chou	0.634
todd	tendent	0.730
wi	ouah	0.786
broadway	brodé	0.622
bros	bronze	0.743
dubai	nouba	0.652
kg	et j	0.623
micro	macro	0.786
organised	organise	0.624
realised	relate	0.647
shaw	chauds	0.642
solved	salve	0.659
adjust	et geste	0.627
bucket	baguette	0.631
cruz	crous	0.808
lucy	souci	0.740
miserable	mais rebelles	0.708
spencer	peine	0.670
submission	semaines	0.633
te	dit	0.637
ar	are	0.652
bailey	bali	0.743
chile	chili	0.656
fc	est si	0.802
lifting	lifting	0.725
linda	on de	0.622
rational	chenal	0.654
stan	stade	0.655
attributed	et bourde	0.653
clarke	claque	0.747
cos	casse	0.740
influences	un flouze	0.642
milan	moine	0.638
nc	un si	0.707
ne	ni	1.000
nyc	nique	0.733
rabbit	répète	0.631
rhythm	rome	0.647
ruth	roue	0.732
thesis	six	0.649
bi	bah	0.786
harper	harpe	0.700
induced	in oust	0.677
intermediate	on midi	0.641
invention	on veine	0.639
ip	habit	0.702
jesse	ainsi	0.646
newest	ouest	0.625
taiwan	taïwan	0.697
yorkshire	orques	0.643
bennett	benne	0.773
bristol	bristol	0.734
fur	fait	0.637
lloyd	lord	0.775
marc	marque	0.793
passive	passive	0.645
sp	est pi	0.814
sr	est are	0.663
til	tels	0.730
verdict	vindicte	0.686
axis	axe	0.661
bs	baisse	0.781
cannon	cane	0.645
carol	cale	0.650
doug	dague	0.730
fm	est hem	0.802
inclusion	un clown	0.649
justified	d fade	0.645
mega	mec	0.702
nhl	un échelle	0.722
palmer	paume	0.700
platinum	plénum	0.655
ps	pièce	0.775
ruins	rose	0.627
tl	tels	0.781
voltage	voltige	0.661
abu	bout	0.716
bradley	bali	0.709
derek	derrick	0.823
joan	jaune	0.679
leeds	lise	0.812
leonard	laine	0.812
matched	matchs	0.655
nato	néron	0.637
precision	prochaine	0.626
sen	saine	1.000
travis	traces	0.695
tx	sexes	0.707
visitor	verre	0.656
acute	écoute	0.667
behave	bave	0.655
blair	blair	1.000
bo	beau	0.786
celtic	quelques	0.708
chan	tchad	0.655
disclosure	d clos	0.654
distinctive	distinctive	0.677
gdp	d hippie	0.747
holdings	holdings	0.679
inspire	s pas	0.630
java	jazz	0.637
karl	cale	0.690
louise	louise	0.829
mc	aimer	0.688
nhs	un et s	0.642
shakespeare	expire	0.643
surveys	savez	0.623
bernie	boni	0.770
cathedral	cathédrale	0.621
cr	sire	0.781
fossil	faciles	0.625
goddamn	gamme	0.635
outbreak	et break	0.624
palestine	palestine	0.621
reid	ride	1.000
remix	x	0.628
bump	bip	0.640
claire	clair	1.000
cohen	cône	0.777
cyber	sape	0.702
jin	gin	0.787
lauren	lors	0.757
nebraska	nebraska	0.756
ol	al	0.652
oval	ovale	0.653
reduces	douze	0.665
refugee	réfugie	0.654
stanford	stade	0.698
vienna	veine	0.685
brady	prédit	0.719
glenn	glass	0.624
grande	grande	0.758
handy	en dit	0.673
jackie	acquis	0.646
joel	geôles	0.679
memorable	on rebelles	0.620
po	peau	0.786
quebec	québec	0.791
rico	dico	0.639
searched	cette	0.631
superintendent	souveraineté	0.621
variables	verbale	0.636
bangladesh	bangladesh	0.738
barack	braque	0.793
canyon	canine	0.621
casey	quasi	0.637
chen	chaîne	0.814
circular	socle	0.634
detention	d un chaîne	0.648
florence	florence	0.672
judged	jazz	0.624
katie	cries	0.755
packaging	packaging	0.678
puzzle	puzzle	0.691
