en	fr	sound	meaning	cognate	tier
vectors	vecteur	0.749	1.0	0	DUAL-A
disagreements	désaccords	0.450	1.0	0	DUAL-B
mounting	montage	0.477	1.0	0	DUAL-B
quintet	quintet	0.624	1.0	1	DUAL-A
khmer	khmers	0.668	1.0	1	DUAL-A
khmer	khmer	0.668	1.0	1	DUAL-A
fascism	fascisme	0.579	1.0	1	DUAL-B
reproduce	reproduire	0.601	1.0	1	DUAL-A
andrés	andres	0.524	1.0	1	DUAL-B
andrés	andrés	0.625	1.0	1	DUAL-A
costly	coûteux	0.486	1.0	0	DUAL-B
costly	coûteuse	0.479	1.0	0	DUAL-B
costly	coûteuses	0.479	1.0	0	DUAL-B
jurist	juriste	0.573	1.0	1	DUAL-B
malaya	malaisie	0.519	1.0	0	DUAL-B
gerhard	gerhard	0.501	1.0	1	DUAL-B
executions	exécutions	0.485	1.0	1	DUAL-B
jammu	jammu	0.456	1.0	1	DUAL-B
urgent	urgentes	0.474	1.0	1	DUAL-B
urgent	urgente	0.474	1.0	1	DUAL-B
cerebral	cérébral	0.632	1.0	1	DUAL-A
cerebral	cérébraux	0.554	1.0	0	DUAL-B
cerebral	cérébrale	0.632	1.0	0	DUAL-A
tajikistan	tadjikistan	0.615	1.0	1	DUAL-A
colorful	coloré	0.468	1.0	0	DUAL-B
colorful	colorée	0.468	1.0	0	DUAL-B
colorful	colorés	0.468	1.0	0	DUAL-B
whig	whig	0.591	1.0	1	DUAL-B
deception	déception	0.628	1.0	1	DUAL-A
mariana	mariana	0.519	1.0	1	DUAL-B
akron	akron	0.537	1.0	1	DUAL-B
crimea	crimée	0.595	1.0	1	DUAL-B
neolithic	néolithique	0.570	1.0	0	DUAL-B
viva	viva	0.771	1.0	1	DUAL-S
fia	fia	0.553	1.0	1	DUAL-B
krai	kraï	0.781	1.0	1	DUAL-S
feasible	faisable	0.574	1.0	1	DUAL-B
awful	horrible	0.487	1.0	0	DUAL-B
hübner	hübner	0.540	1.0	1	DUAL-B
engraved	gravée	0.471	1.0	0	DUAL-B
engraved	gravés	0.471	1.0	0	DUAL-B
engraved	gravé	0.471	1.0	0	DUAL-B
engraved	gravées	0.471	1.0	0	DUAL-B
coke	coke	0.498	1.0	1	DUAL-B
coke	cocaïne	0.580	1.0	0	DUAL-B
coke	coca	0.647	1.0	0	DUAL-A
conquer	conquête	0.496	1.0	1	DUAL-B
conquer	conquérir	0.468	1.0	1	DUAL-B
introductory	introductif	0.537	1.0	1	DUAL-B
raaf	raaf	0.662	1.0	1	DUAL-A
certificates	certificats	0.488	1.0	1	DUAL-B
hume	hume	0.576	1.0	1	DUAL-B
practitioner	praticien	0.548	1.0	0	DUAL-B
ferries	ferries	0.844	1.0	1	DUAL-S
ferries	traversiers	0.487	1.0	0	DUAL-B
anand	anand	0.456	1.0	1	DUAL-B
docks	docks	0.540	1.0	1	DUAL-B
illustrating	illustrant	0.528	1.0	1	DUAL-B
illustrating	illustrer	0.580	1.0	0	DUAL-B
shale	schistes	0.513	1.0	0	DUAL-B
shale	schiste	0.513	1.0	0	DUAL-B
annex	annexe	0.821	1.0	1	DUAL-S
imagesize	imagesize	0.793	1.0	1	DUAL-S
whistle	siffle	0.522	1.0	0	DUAL-B
glamorgan	glamorgan	0.629	1.0	1	DUAL-A
creations	créations	0.552	1.0	1	DUAL-B
sms	sms	1.000	1.0	1	DUAL-S
jaguar	jaguar	0.608	1.0	1	DUAL-A
hazel	hazel	0.536	1.0	1	DUAL-B
shu	shu	0.637	1.0	1	DUAL-A
sellers	sellers	0.744	1.0	1	DUAL-A
vaudeville	vaudeville	0.698	1.0	1	DUAL-A
willard	willard	0.616	1.0	1	DUAL-A
boca	boca	0.653	1.0	1	DUAL-A
uni	uni	0.689	1.0	1	DUAL-A
nagoya	nagoya	0.495	1.0	1	DUAL-B
ransom	rançon	0.536	1.0	0	DUAL-B
stokes	stokes	0.608	1.0	1	DUAL-A
redirecting	redirection	0.584	1.0	1	DUAL-B
curiosity	curiosité	0.470	1.0	1	DUAL-B
disqualified	disqualifié	0.533	1.0	1	DUAL-B
emerald	émeraude	0.591	1.0	0	DUAL-B
emerald	émeraudes	0.591	1.0	0	DUAL-B
fars	fars	0.579	1.0	1	DUAL-B
shear	tondre	0.486	1.0	0	DUAL-B
nokia	nokia	0.611	1.0	1	DUAL-A
pereira	pereira	0.702	1.0	1	DUAL-A
pest	parasite	0.546	1.0	0	DUAL-B
pest	peste	1.000	1.0	1	DUAL-S
pest	pest	1.000	1.0	1	DUAL-S
guillaume	guillaume	0.885	1.0	1	DUAL-S
mixtape	mixtape	0.711	1.0	1	DUAL-A
decimal	décimale	0.594	1.0	1	DUAL-B
decimal	décimal	0.594	1.0	1	DUAL-B
technician	technicien	0.688	1.0	1	DUAL-A
technician	technicienne	0.729	1.0	1	DUAL-A
melanie	melanie	0.685	1.0	1	DUAL-A
melanie	mélanie	0.687	1.0	1	DUAL-A
mutiny	mutinerie	0.590	1.0	0	DUAL-B
hind	hind	0.691	1.0	1	DUAL-A
michaels	michaels	0.491	1.0	1	DUAL-B
donetsk	donetsk	0.854	1.0	1	DUAL-S
ching	ching	0.648	1.0	1	DUAL-A
confirming	confirmant	0.483	1.0	1	DUAL-B
confirming	confirmer	0.485	1.0	0	DUAL-B
presiding	présider	0.538	1.0	0	DUAL-B
presiding	préside	0.550	1.0	0	DUAL-B
defects	défauts	0.491	1.0	0	DUAL-B
capsule	capsule	0.672	1.0	1	DUAL-A
gomez	gomez	0.637	1.0	1	DUAL-A
gomez	gómez	0.637	1.0	1	DUAL-A
astronomers	astronomes	0.556	1.0	1	DUAL-B
disciple	disciple	0.579	1.0	1	DUAL-B
jared	jared	0.608	1.0	1	DUAL-A
compiler	compilateur	0.461	1.0	1	DUAL-B
obe	obe	0.618	1.0	1	DUAL-A
gan	gan	0.730	1.0	1	DUAL-A
rté	rté	0.647	1.0	1	DUAL-A
magna	magna	0.507	1.0	1	DUAL-B
nan	nan	0.730	1.0	1	DUAL-A
preface	préface	0.687	1.0	1	DUAL-A
dracula	dracula	0.564	1.0	1	DUAL-B
mandolin	mandoline	0.587	1.0	1	DUAL-B
patton	patton	0.489	1.0	1	DUAL-B
naomi	naomi	0.690	1.0	1	DUAL-A
lena	lena	0.526	1.0	1	DUAL-B
annexation	annexion	0.490	1.0	1	DUAL-B
yen	yens	1.000	1.0	1	DUAL-S
yen	yen	1.000	1.0	1	DUAL-S
concession	concession	0.590	1.0	1	DUAL-B
valerie	valérie	0.691	1.0	1	DUAL-A
valerie	valerie	0.821	1.0	1	DUAL-S
amiga	amiga	0.629	1.0	1	DUAL-A
donors	donneurs	0.509	1.0	0	DUAL-B
donors	donateurs	0.559	1.0	0	DUAL-B
purge	purge	0.583	1.0	1	DUAL-B
purge	purger	0.462	1.0	1	DUAL-B
purge	purgé	0.462	1.0	1	DUAL-B
algae	algues	0.544	1.0	0	DUAL-B
algae	algue	0.544	1.0	1	DUAL-B
jesuits	jésuite	0.456	1.0	0	DUAL-B
jesuits	jésuites	0.456	1.0	1	DUAL-B
sinatra	sinatra	0.597	1.0	1	DUAL-B
disastrous	désastreuse	0.604	1.0	1	DUAL-A
disastrous	catastrophique	0.486	1.0	0	DUAL-B
disastrous	désastreux	0.610	1.0	0	DUAL-A
pathology	pathologies	0.599	1.0	1	DUAL-B
pathology	pathologie	0.599	1.0	1	DUAL-B
containers	conteneurs	0.494	1.0	1	DUAL-B
containers	containers	0.501	1.0	1	DUAL-B
airlift	airlift	0.849	1.0	1	DUAL-S
jpeg	jpeg	0.687	1.0	1	DUAL-A
blanco	blanco	0.689	1.0	1	DUAL-A
rory	rory	0.499	1.0	1	DUAL-B
dvds	dvd	0.515	1.0	1	DUAL-B
kabul	kaboul	0.619	1.0	1	DUAL-A
rip	rip	0.733	1.0	1	DUAL-A
brigham	brigham	0.596	1.0	1	DUAL-B
bangor	bangor	0.515	1.0	1	DUAL-B
registers	registres	0.574	1.0	1	DUAL-B
pembroke	pembroke	0.679	1.0	1	DUAL-A
diagrams	diagrammes	0.575	1.0	1	DUAL-B
disappointment	déception	0.481	1.0	0	DUAL-B
disappointment	décevant	0.459	1.0	0	DUAL-B
disappointment	déceptions	0.481	1.0	0	DUAL-B
indy	indy	0.648	1.0	1	DUAL-A
nicely	joliment	0.469	1.0	0	DUAL-B
uncomfortable	inconfortable	0.472	1.0	1	DUAL-B
kahn	kahn	0.591	1.0	1	DUAL-B
cinemas	cinémas	0.512	1.0	1	DUAL-B
nut	noix	0.572	1.0	0	DUAL-B
loyola	loyola	0.499	1.0	1	DUAL-B
obsessed	obsédé	0.511	1.0	0	DUAL-B
obsessed	obsédée	0.511	1.0	0	DUAL-B
obsessed	obsédés	0.511	1.0	0	DUAL-B
veracruz	veracruz	0.637	1.0	1	DUAL-A
tunisian	tunisiens	0.586	1.0	1	DUAL-B
tunisian	tunisienne	0.637	1.0	1	DUAL-A
tunisian	tunisien	0.586	1.0	1	DUAL-B
escorted	escorté	0.770	1.0	1	DUAL-S
relocation	relocalisation	0.507	1.0	1	DUAL-B
relocation	relogement	0.520	1.0	0	DUAL-B
squads	escadrons	0.486	1.0	0	DUAL-B
colon	côlon	0.655	1.0	1	DUAL-A
colon	colon	0.655	1.0	1	DUAL-A
fist	fist	0.787	1.0	1	DUAL-S
insults	insultes	0.518	1.0	1	DUAL-B
insults	insulte	0.518	1.0	1	DUAL-B
guillermo	guillermo	0.557	1.0	1	DUAL-B
avalanche	avalanches	0.531	1.0	1	DUAL-B
avalanche	avalanche	0.531	1.0	1	DUAL-B
dickens	dickens	0.542	1.0	1	DUAL-B
deported	déportés	0.496	1.0	0	DUAL-B
deported	déporté	0.496	1.0	0	DUAL-B
retaliation	rétorsion	0.465	1.0	0	DUAL-B
miner	miner	0.516	1.0	1	DUAL-B
miner	mineur	0.500	1.0	1	DUAL-B
lol	lol	0.681	1.0	1	DUAL-A
yin	yin	0.623	1.0	1	DUAL-A
segregation	ségrégation	0.542	1.0	1	DUAL-B
exercised	exercé	0.480	1.0	0	DUAL-B
exercised	exercées	0.480	1.0	0	DUAL-B
exercised	exercés	0.480	1.0	1	DUAL-B
substitution	substitutions	0.575	1.0	1	DUAL-B
substitution	substitution	0.575	1.0	1	DUAL-B
kelley	kelley	0.772	1.0	1	DUAL-S
incidence	incidence	0.534	1.0	1	DUAL-B
wikinews	wikinews	0.688	1.0	1	DUAL-A
kinetic	cinétique	0.471	1.0	0	DUAL-B
bernhard	bernhard	0.525	1.0	1	DUAL-B
skeptical	sceptiques	0.614	1.0	0	DUAL-A
skeptical	sceptique	0.614	1.0	0	DUAL-A
zheng	zheng	0.710	1.0	1	DUAL-A
benedictine	bénédictin	0.562	1.0	1	DUAL-B
nairobi	nairobi	0.720	1.0	1	DUAL-A
sinai	sinaï	0.616	1.0	1	DUAL-A
gypsy	tsigane	0.464	1.0	0	DUAL-B
gypsy	tzigane	0.464	1.0	0	DUAL-B
optics	optique	0.521	1.0	0	DUAL-B
optics	optiques	0.521	1.0	0	DUAL-B
touches	touches	0.529	1.0	1	DUAL-B
tanner	tanner	0.551	1.0	1	DUAL-B
hitchcock	hitchcock	0.655	1.0	1	DUAL-A
nests	nids	0.543	1.0	0	DUAL-B
moe	moe	0.618	1.0	1	DUAL-A
dependence	dépendance	0.558	1.0	1	DUAL-B
pixels	pixels	0.603	1.0	1	DUAL-A
yves	yves	1.000	1.0	1	DUAL-S
prefers	préfère	0.589	1.0	0	DUAL-B
denounced	dénoncées	0.492	1.0	0	DUAL-B
denounced	dénoncé	0.492	1.0	0	DUAL-B
denounced	dénoncée	0.492	1.0	0	DUAL-B
denounced	dénoncés	0.492	1.0	0	DUAL-B
gymnast	gymnaste	0.652	1.0	1	DUAL-A
mop	mop	0.681	1.0	1	DUAL-A
eduard	edouard	0.456	1.0	1	DUAL-B
eduard	eduard	0.463	1.0	1	DUAL-B
bis	bis	0.733	1.0	1	DUAL-A
vie	vie	0.563	1.0	1	DUAL-B
pilgrims	pèlerins	0.494	1.0	0	DUAL-B
merrill	merrill	0.691	1.0	1	DUAL-A
rigorous	rigoureuse	0.496	1.0	1	DUAL-B
rigorous	rigoureuses	0.496	1.0	0	DUAL-B
rigorous	rigoureux	0.498	1.0	0	DUAL-B
sha	sha	0.652	1.0	1	DUAL-A
gem	gemme	0.812	1.0	1	DUAL-S
gem	gem	0.812	1.0	1	DUAL-S
circulated	circulé	0.535	1.0	0	DUAL-B
saul	saul	1.000	1.0	1	DUAL-S
duffy	duffy	0.648	1.0	1	DUAL-A
totals	totaux	0.584	1.0	0	DUAL-B
fashioned	façonné	0.500	1.0	0	DUAL-B
ramps	rampes	0.540	1.0	1	DUAL-B
rockies	rocheuses	0.548	1.0	0	DUAL-B
waltz	valse	0.520	1.0	0	DUAL-B
medicinal	médicinaux	0.492	1.0	0	DUAL-B
medicinal	médicinales	0.563	1.0	1	DUAL-B
pardon	pardonnez	0.595	1.0	1	DUAL-B
linguist	linguiste	0.631	1.0	1	DUAL-A
strangers	étrangers	0.484	1.0	1	DUAL-B
strangers	etrangers	0.484	1.0	1	DUAL-B
natvar	natvar	0.699	1.0	1	DUAL-A
camille	camille	0.607	1.0	1	DUAL-A
beverages	boissons	0.457	1.0	0	DUAL-B
vila	vila	0.771	1.0	1	DUAL-S
tandem	tandem	0.631	1.0	1	DUAL-A
semiconductor	semiconducteurs	0.525	1.0	1	DUAL-B
nomenclature	nomenclature	0.505	1.0	1	DUAL-B
browning	browning	0.752	1.0	1	DUAL-S
muse	muse	0.689	1.0	1	DUAL-A
silesia	silésie	0.482	1.0	0	DUAL-B
antigua	antigua	0.605	1.0	1	DUAL-A
simplicity	simplicité	0.544	1.0	1	DUAL-B
interdisciplinary	pluridisciplinaire	0.564	1.0	0	DUAL-B
interdisciplinary	interdisciplinaires	0.562	1.0	1	DUAL-B
interdisciplinary	interdisciplinaire	0.562	1.0	1	DUAL-B
swindon	swindon	0.626	1.0	1	DUAL-A
padma	padma	0.632	1.0	1	DUAL-A
hostility	hostilité	0.488	1.0	1	DUAL-B
gabon	gabon	0.558	1.0	1	DUAL-B
bankrupt	banqueroute	0.620	1.0	0	DUAL-A
masked	masquée	0.614	1.0	0	DUAL-A
masked	masqués	0.614	1.0	0	DUAL-A
masked	masqué	0.614	1.0	0	DUAL-A
poole	poole	0.591	1.0	1	DUAL-B
maud	maud	0.733	1.0	1	DUAL-A
mohan	mohan	0.655	1.0	1	DUAL-A
ritchie	ritchie	0.823	1.0	1	DUAL-S
correctional	correctionnel	0.634	1.0	1	DUAL-A
mckenzie	mckenzie	0.621	1.0	1	DUAL-A
burnley	burnley	0.569	1.0	1	DUAL-B
sermon	sermon	0.547	1.0	1	DUAL-B
venom	venin	0.537	1.0	0	DUAL-B
tha	tha	0.512	1.0	1	DUAL-B
elton	elton	0.761	1.0	1	DUAL-S
capitalist	capitaliste	0.595	1.0	1	DUAL-B
capitalist	capitalistes	0.595	1.0	1	DUAL-B
dominique	dominique	0.726	1.0	1	DUAL-A
compilations	compilations	0.471	1.0	1	DUAL-B
ramón	ramón	0.537	1.0	1	DUAL-B
awb	awb	0.512	1.0	1	DUAL-B
revive	raviver	0.487	1.0	1	DUAL-B
revive	relancer	0.455	1.0	0	DUAL-B
revive	revivre	0.516	1.0	1	DUAL-B
veins	veines	0.563	1.0	1	DUAL-B
sarawak	sarawak	0.597	1.0	1	DUAL-B
organizer	organisateur	0.575	1.0	1	DUAL-B
organizer	organisatrice	0.577	1.0	0	DUAL-B
tehsil	tehsil	0.608	1.0	1	DUAL-A
galloway	galloway	0.646	1.0	1	DUAL-A
bengals	bengals	0.491	1.0	1	DUAL-B
sud	sud	0.671	1.0	1	DUAL-A
patel	patel	0.818	1.0	1	DUAL-S
tripoli	tripoli	0.726	1.0	1	DUAL-A
protects	protège	0.614	1.0	0	DUAL-A
protects	protègent	0.614	1.0	0	DUAL-A
cantonese	cantonais	0.582	1.0	1	DUAL-B
sulfur	soufre	0.475	1.0	0	DUAL-B
sulfur	sulfure	0.548	1.0	1	DUAL-B
eccentric	excentrique	0.734	1.0	0	DUAL-A
eccentric	excentriques	0.734	1.0	0	DUAL-A
pba	pba	0.491	1.0	1	DUAL-B
vivian	viviane	0.606	1.0	1	DUAL-A
vivian	vivian	0.530	1.0	1	DUAL-B
desires	désirs	0.504	1.0	1	DUAL-B
pak	pak	0.730	1.0	1	DUAL-A
feng	feng	1.000	1.0	1	DUAL-S
expiry	expiration	0.629	1.0	0	DUAL-A
protectorate	protectorat	0.670	1.0	1	DUAL-A
tobias	tobias	0.520	1.0	1	DUAL-B
adaptive	adaptable	0.471	1.0	0	DUAL-B
adaptive	adaptatif	0.497	1.0	0	DUAL-B
federico	federico	0.586	1.0	1	DUAL-B
nike	nike	0.648	1.0	1	DUAL-A
emanuel	emanuel	0.503	1.0	1	DUAL-B
manners	manières	0.506	1.0	0	DUAL-B
manners	mœurs	0.511	1.0	0	DUAL-B
tuscany	toscane	0.570	1.0	0	DUAL-B
documenting	documenter	0.478	1.0	1	DUAL-B
tao	tao	0.710	1.0	1	DUAL-A
scripture	ecriture	0.459	1.0	1	DUAL-B
rusty	rusty	0.786	1.0	1	DUAL-S
rusty	rouillée	0.513	1.0	0	DUAL-B
rusty	rouillé	0.513	1.0	0	DUAL-B
shout	shout	0.541	1.0	1	DUAL-B
stronghold	bastion	0.456	1.0	0	DUAL-B
spray	spray	0.760	1.0	1	DUAL-S
rhythms	rythmes	0.550	1.0	1	DUAL-B
pixel	pixel	0.696	1.0	1	DUAL-A
pixel	pixels	0.696	1.0	1	DUAL-A
tile	tuile	0.613	1.0	1	DUAL-A
tile	tuiles	0.613	1.0	1	DUAL-A
ornamental	ornement	0.719	1.0	1	DUAL-A
ornamental	ornements	0.719	1.0	0	DUAL-A
ornamental	ornementales	0.753	1.0	1	DUAL-S
intercepted	intercepté	0.600	1.0	1	DUAL-A
intercepted	interceptés	0.600	1.0	1	DUAL-A
suns	soleils	0.487	1.0	0	DUAL-B
webber	webber	0.576	1.0	1	DUAL-B
cis	cis	0.601	1.0	1	DUAL-A
cis	sic	0.541	1.0	0	DUAL-B
cis	cei	0.598	1.0	0	DUAL-B
josephine	josephine	0.698	1.0	1	DUAL-A
josephine	joséphine	0.695	1.0	1	DUAL-A
preaching	prêcher	0.569	1.0	0	DUAL-B
distortion	déformation	0.512	1.0	0	DUAL-B
distortion	distorsions	0.670	1.0	1	DUAL-A
distortion	distorsion	0.670	1.0	1	DUAL-A
distortion	déformations	0.512	1.0	0	DUAL-B
hail	grêle	0.511	1.0	0	DUAL-B
bayer	bayer	0.550	1.0	1	DUAL-B
culturally	culturellement	0.490	1.0	0	DUAL-B
paradigm	paradigme	0.553	1.0	1	DUAL-B
dewey	dewey	0.501	1.0	1	DUAL-B
distinguishing	distinguer	0.528	1.0	0	DUAL-B
distinguishing	distinctif	0.520	1.0	0	DUAL-B
paranormal	paranormal	0.602	1.0	1	DUAL-A
compatibility	compatibilité	0.470	1.0	1	DUAL-B
kyrgyzstan	kirghizistan	0.594	1.0	0	DUAL-B
kyrgyzstan	kirghizstan	0.617	1.0	1	DUAL-A
rkd	rkd	0.503	1.0	1	DUAL-B
amalgamated	amalgamated	0.644	1.0	1	DUAL-A
mythical	mythiques	0.497	1.0	0	DUAL-B
mythical	mythique	0.497	1.0	0	DUAL-B
rufus	rufus	0.504	1.0	1	DUAL-B
mis	mis	0.601	1.0	1	DUAL-A
montréal	montréal	0.552	1.0	1	DUAL-B
île	île	0.563	1.0	1	DUAL-B
notoriety	notoriété	0.579	1.0	1	DUAL-B
ortiz	ortiz	1.000	1.0	1	DUAL-S
lever	levier	0.537	1.0	1	DUAL-B
lever	lever	0.551	1.0	1	DUAL-B
symmetric	symétriques	0.648	1.0	0	DUAL-A
symmetric	symétrique	0.648	1.0	0	DUAL-A
doo	doo	0.512	1.0	1	DUAL-B
lobbying	lobbying	0.609	1.0	1	DUAL-A
exploit	exploit	0.753	1.0	1	DUAL-S
exploit	exploiter	0.715	1.0	1	DUAL-A
choreography	chorégraphe	0.647	1.0	1	DUAL-A
choreography	chorégraphie	0.753	1.0	1	DUAL-S
saloon	saloon	0.691	1.0	1	DUAL-A
sabbath	sabbat	0.523	1.0	1	DUAL-B
uhf	uhf	0.637	1.0	1	DUAL-A
zeppelin	zeppelin	0.697	1.0	1	DUAL-A
bernardo	bernardo	0.567	1.0	1	DUAL-B
mystical	mystique	0.575	1.0	0	DUAL-B
fundamentally	foncièrement	0.458	1.0	0	DUAL-B
fundamentally	fondamentalement	0.463	1.0	0	DUAL-B
attested	attesté	0.666	1.0	1	DUAL-A
attested	attestée	0.666	1.0	1	DUAL-A
metaphor	métaphore	0.707	1.0	1	DUAL-A
metaphor	métaphores	0.576	1.0	1	DUAL-B
chesapeake	chesapeake	0.774	1.0	1	DUAL-S
lokomotiv	lokomotiv	0.594	1.0	1	DUAL-B
faa	faa	0.563	1.0	1	DUAL-B
salvage	sauvetage	0.544	1.0	1	DUAL-B
oasis	oasis	0.608	1.0	1	DUAL-A
beverage	breuvage	0.554	1.0	1	DUAL-B
sufi	soufi	1.000	1.0	1	DUAL-S
stefano	stefano	0.664	1.0	1	DUAL-A
galaxies	galaxies	0.647	1.0	1	DUAL-A
anchorage	ancrage	0.575	1.0	1	DUAL-B
reminded	rappelé	0.451	1.0	0	DUAL-B
sexy	sexy	0.691	1.0	1	DUAL-A
quantitative	quantitative	0.526	1.0	1	DUAL-B
quantitative	quantitatives	0.526	1.0	1	DUAL-B
quantitative	quantitatif	0.474	1.0	1	DUAL-B
quantitative	quantitatifs	0.474	1.0	1	DUAL-B
parentheses	parenthèses	0.530	1.0	1	DUAL-B
parentheses	parenthèse	0.530	1.0	1	DUAL-B
instituto	instituto	0.516	1.0	1	DUAL-B
lai	lai	0.583	1.0	1	DUAL-B
treats	friandises	0.477	1.0	0	DUAL-B
rink	rink	0.648	1.0	1	DUAL-A
arid	arides	0.573	1.0	1	DUAL-B
arid	aride	0.573	1.0	1	DUAL-B
trams	tramways	0.477	1.0	1	DUAL-B
trams	tram	0.650	1.0	1	DUAL-A
trams	tramway	0.590	1.0	0	DUAL-B
stony	stony	0.608	1.0	1	DUAL-A
skies	ciels	0.474	1.0	0	DUAL-B
skies	cieux	0.496	1.0	0	DUAL-B
odisha	odisha	0.708	1.0	1	DUAL-A
vampires	vampires	0.489	1.0	1	DUAL-B
gum	gomme	0.710	1.0	0	DUAL-A
gum	gum	0.710	1.0	1	DUAL-A
bartlett	bartlett	0.737	1.0	1	DUAL-A
benfica	benfica	0.513	1.0	1	DUAL-B
harmonic	harmonique	0.582	1.0	1	DUAL-B
harmonic	harmoniques	0.582	1.0	0	DUAL-B
psychiatrist	psychiatre	0.484	1.0	1	DUAL-B
guido	guido	0.735	1.0	1	DUAL-A
discogs	discogs	0.582	1.0	1	DUAL-B
fas	fas	0.598	1.0	1	DUAL-B
qin	qin	0.623	1.0	1	DUAL-A
ethel	ethel	0.648	1.0	1	DUAL-A
glossary	glossaires	0.742	1.0	1	DUAL-A
glossary	glossaire	0.742	1.0	1	DUAL-A
cavity	cavité	0.518	1.0	1	DUAL-B
cavity	carie	0.719	1.0	0	DUAL-A
cavity	cavités	0.518	1.0	1	DUAL-B
aziz	aziz	0.573	1.0	1	DUAL-B
sardinia	sardaigne	0.572	1.0	0	DUAL-B
transylvania	transylvanie	0.632	1.0	1	DUAL-A
stadio	stadio	0.585	1.0	1	DUAL-B
dai	dai	0.583	1.0	1	DUAL-B
reggie	reggie	0.694	1.0	1	DUAL-A
repetitive	répétitive	0.548	1.0	1	DUAL-B
repetitive	répétitif	0.483	1.0	0	DUAL-B
repetitive	répétitifs	0.483	1.0	0	DUAL-B
dismantled	démantelées	0.496	1.0	0	DUAL-B
dismantled	démantelé	0.496	1.0	0	DUAL-B
dismantled	démonté	0.471	1.0	0	DUAL-B
currie	currie	0.726	1.0	1	DUAL-A
miracles	miracles	0.518	1.0	1	DUAL-B
roc	roc	0.681	1.0	1	DUAL-A
fam	fam	0.730	1.0	1	DUAL-A
moines	moines	0.522	1.0	1	DUAL-B
reassigned	réaffecté	0.465	1.0	0	DUAL-B
pumps	pompe	0.531	1.0	0	DUAL-B
pumps	pompes	0.531	1.0	0	DUAL-B
sniper	snipers	0.597	1.0	1	DUAL-B
sniper	sniper	0.597	1.0	1	DUAL-B
pod	pod	0.681	1.0	1	DUAL-A
kin	kin	0.623	1.0	1	DUAL-A
obsession	obsession	0.586	1.0	1	DUAL-B
nowrap	nowrap	0.491	1.0	1	DUAL-B
ezra	ezra	0.556	1.0	1	DUAL-B
ninety	ninety	0.725	1.0	1	DUAL-A
gertrude	gertrude	0.556	1.0	1	DUAL-B
guthrie	guthrie	0.691	1.0	1	DUAL-A
lola	lola	0.653	1.0	1	DUAL-A
anthropologist	anthropologue	0.548	1.0	1	DUAL-B
goodwin	goodwin	0.596	1.0	1	DUAL-B
hellenic	hellénique	0.610	1.0	0	DUAL-A
mutually	mutuellement	0.461	1.0	0	DUAL-B
harrington	harrington	0.678	1.0	1	DUAL-A
parkinson	parkinson	0.595	1.0	1	DUAL-B
hormone	hormone	0.616	1.0	1	DUAL-A
hormone	hormonaux	0.588	1.0	1	DUAL-B
audrey	audrey	0.560	1.0	1	DUAL-B
drummond	drummond	0.588	1.0	1	DUAL-B
goalie	goal	0.472	1.0	1	DUAL-B
misconduct	inconduite	0.451	1.0	0	DUAL-B
mammal	mammifère	0.472	1.0	0	DUAL-B
spice	épices	0.509	1.0	0	DUAL-B
spice	spice	0.728	1.0	1	DUAL-A
spice	épice	0.509	1.0	1	DUAL-B
assistants	assistants	0.511	1.0	1	DUAL-B
assistants	assistantes	0.517	1.0	1	DUAL-B
fitzroy	fitzroy	0.644	1.0	1	DUAL-A
cougars	cougars	0.705	1.0	1	DUAL-A
harald	harald	0.615	1.0	1	DUAL-A
rotor	rotor	0.745	1.0	1	DUAL-A
mas	mas	0.730	1.0	1	DUAL-A
splits	scissions	0.473	1.0	0	DUAL-B
peabody	peabody	0.609	1.0	1	DUAL-A
encouragement	encouragements	0.456	1.0	1	DUAL-B
encouragement	encouragement	0.456	1.0	1	DUAL-B
instability	instabilité	0.497	1.0	1	DUAL-B
periodical	périodique	0.478	1.0	0	DUAL-B
periodical	périodiques	0.478	1.0	0	DUAL-B
multinational	multinational	0.556	1.0	1	DUAL-B
multinational	multinationale	0.556	1.0	1	DUAL-B
anhalt	anhalt	0.604	1.0	1	DUAL-A
rayon	rayonne	0.600	1.0	1	DUAL-A
sylvester	sylvestre	0.776	1.0	1	DUAL-S
sylvester	sylvester	0.765	1.0	1	DUAL-S
mil	mil	0.733	1.0	1	DUAL-A
claudio	claudio	0.605	1.0	1	DUAL-A
transwiki	transwiki	0.749	1.0	1	DUAL-A
tomas	tomas	0.646	1.0	1	DUAL-A
tomas	tomás	0.646	1.0	1	DUAL-A
destroys	détruit	0.553	1.0	0	DUAL-B
ángel	ángel	0.528	1.0	1	DUAL-B
sabah	sabah	0.556	1.0	1	DUAL-B
motorsports	motorsports	0.669	1.0	1	DUAL-A
napier	napier	0.533	1.0	1	DUAL-B
lucius	lucius	0.575	1.0	1	DUAL-B
oxidation	oxydation	0.490	1.0	1	DUAL-B
realms	royaumes	0.471	1.0	0	DUAL-B
vargas	vargas	0.613	1.0	1	DUAL-A
resisted	résisté	0.572	1.0	0	DUAL-B
emails	emails	0.725	1.0	1	DUAL-A
dictator	dictateur	0.631	1.0	1	DUAL-A
croydon	croydon	0.568	1.0	1	DUAL-B
enthusiasts	enthousiastes	0.629	1.0	1	DUAL-A
montenegrin	monténégrin	0.570	1.0	1	DUAL-B
periodicals	périodiques	0.473	1.0	0	DUAL-B
negatively	négativement	0.462	1.0	0	DUAL-B
