a	b	type	w
fr:séculaire	fr:laïques	~syn	0.7
en:domínguez	en:dominguez	~syn	0.7
fr:téléchargements	fr:téléchargement	~syn	0.7
en:headless	en:decapitated	~syn	0.7
en:shiny	en:glossy	~syn	0.7
fr:très	fr:tres	~syn	0.7
fr:perdues	fr:perdus	~syn	0.7
fr:miroir	fr:miroirs	~syn	0.7
fr:dispersé	fr:dispersées	~syn	0.7
fr:brise	fr:brises	~syn	0.7
fr:contribuable	fr:contribuables	~syn	0.7
fr:ocm	fr:cmos	~syn	0.7
en:censure	en:censoring	~syn	0.7
en:murders	en:killings	~syn	0.7
en:myth	en:myths	~syn	0.7
en:revamped	en:reorganised	~syn	0.7
fr:scoutisme	fr:scouts	~syn	0.7
fr:parrainer	fr:promoteur	~syn	0.7
fr:esprit	fr:spirit	~syn	0.7
fr:jambon	fr:ham	~syn	0.7
fr:séparées	fr:séparé	~syn	0.7
en:almost	en:practically	~syn	0.7
fr:négligences	fr:malversations	~syn	0.7
en:archaeological	en:archeological	~syn	0.7
en:artisans	en:craftsmen	~syn	0.7
en:sting	en:stinger	~syn	0.7
fr:balayer	fr:balaie	~syn	0.7
fr:inaperçue	fr:inaperçus	~syn	0.7
fr:proportionné	fr:proportionnée	~syn	0.7
fr:loupé	fr:manquée	~syn	0.7
fr:profil	fr:profils	~syn	0.7
fr:toronto	fr:montréal	~syn	0.7
fr:géométriques	fr:géométrique	~syn	0.7
fr:précipitations	fr:pluies	~syn	0.7
en:shrink	en:shrinking	~syn	0.7
fr:innovante	fr:innovatrice	~syn	0.7
en:shots	en:blows	~syn	0.7
fr:dossier	fr:dépliant	~syn	0.7
fr:séduisante	fr:attrayant	~syn	0.7
fr:tuyauterie	fr:tuyaux	~syn	0.7
fr:blague	fr:canular	~syn	0.7
fr:lache	fr:lâches	~syn	0.7
en:overestimate	en:overstatement	~syn	0.7
en:melt	en:molten	~syn	0.7
fr:assassiné	fr:assassinés	~syn	0.7
en:beat	en:beaten	~syn	0.7
fr:vêtus	fr:vêtu	~syn	0.7
en:whistle	en:hissing	~syn	0.7
en:shrub	en:shrubs	~syn	0.7
fr:stade	fr:scène	~syn	0.7
fr:changements	fr:changement	~syn	0.7
fr:laïcité	fr:laïcs	~syn	0.7
en:coat	en:manteau	~syn	0.7
fr:prévisions	fr:prévision	~syn	0.7
fr:débordement	fr:dépassement	~syn	0.7
fr:haches	fr:axes	~syn	0.7
fr:noué	fr:nouées	~syn	0.7
en:naked	en:nudes	~syn	0.7
en:shade	en:ombre	~syn	0.7
fr:naïfs	fr:naïve	~syn	0.7
en:abdomen	en:abdominal	~syn	0.7
fr:entrer	fr:saisissez	~syn	0.7
fr:déjections	fr:crottes	~syn	0.7
fr:romance	fr:romantique	~syn	0.7
fr:impulsif	fr:impulsions	~syn	0.7
en:refrigerator	en:fridge	~syn	0.7
fr:socioculturels	fr:socioculturelle	~syn	0.7
fr:push	fr:poussez	~syn	0.7
en:vector	en:vectors	~syn	0.7
fr:croisement	fr:croisé	~syn	0.7
fr:produire	fr:produisent	~syn	0.7
en:pimp	en:mackerel	~syn	0.7
en:testicles	en:testes	~syn	0.7
en:fuck	en:fucking	~syn	0.7
fr:positives	fr:positif	~syn	0.7
en:discouraged	en:deter	~syn	0.7
en:bin	en:dustbin	~syn	0.7
en:compressed	en:deflate	~syn	0.7
fr:disputées	fr:contestées	~syn	0.7
en:immunization	en:vaccinations	~syn	0.7
fr:anéantie	fr:anéanti	~syn	0.7
en:merge	en:merges	~syn	0.7
fr:evénements	fr:événements	~syn	0.7
fr:hé	fr:hey	~syn	0.7
en:slovak	en:slovakian	~syn	0.7
en:template	en:gauge	~syn	0.7
en:shell	en:typo	~syn	0.7
fr:dad	fr:père	~syn	0.7
fr:cultivées	fr:cultivé	~syn	0.7
fr:coïncide	fr:coïncident	~syn	0.7
fr:tremble	fr:trembles	~syn	0.7
en:exacerbate	en:exacerbation	~syn	0.7
en:promise	en:promised	~syn	0.7
fr:meme	fr:mêmes	~syn	0.7
fr:flux	fr:flow	~syn	0.7
fr:envahir	fr:envahissant	~syn	0.7
fr:afghani	fr:afghan	~syn	0.7
en:malaysia	en:malaya	~syn	0.7
fr:ordonnances	fr:prescription	~syn	0.7
fr:coïncider	fr:coïncident	~syn	0.7
en:progress	en:progression	~syn	0.7
fr:superficielle	fr:superficielles	~syn	0.7
en:hunted	en:chassé	~syn	0.7
fr:criquets	fr:sauterelles	~syn	0.7
fr:significatif	fr:significatifs	~syn	0.7
en:migrate	en:migrating	~syn	0.7
fr:économies	fr:épargnes	~syn	0.7
fr:simuler	fr:fausse	~syn	0.7
en:notebooks	en:booklets	~syn	0.7
fr:désignée	fr:désigné	~syn	0.7
fr:mollusques	fr:coquillages	~syn	0.7
en:colorful	en:colourful	~syn	0.7
en:snooker	en:billiards	~syn	0.7
fr:guns	fr:canons	~syn	0.7
fr:demo	fr:démos	~syn	0.7
en:folds	en:creases	~syn	0.7
fr:rusé	fr:sournois	~syn	0.7
en:name	en:surname	~syn	0.7
en:compensation	en:remuneration	~syn	0.7
en:paralytic	en:paralyzing	~syn	0.7
fr:lande	fr:heath	~syn	0.7
fr:skip	fr:ignorer	~syn	0.7
fr:muffin	fr:muffins	~syn	0.7
en:victim	en:casualty	~syn	0.7
en:psalm	en:psalms	~syn	0.7
en:somalia	en:somaliland	~syn	0.7
fr:coupé	fr:coupez	~syn	0.7
en:localization	en:localisation	~syn	0.7
en:strain	en:distortion	~syn	0.7
fr:cumul	fr:accumulation	~syn	0.7
en:request	en:ask	~syn	0.7
en:unparalleled	en:incomparable	~syn	0.7
fr:fournir	fr:fournissent	~syn	0.7
fr:immatériels	fr:immatériel	~syn	0.7
fr:bâtiments	fr:immeubles	~syn	0.7
en:radiator	en:radiators	~syn	0.7
en:paradox	en:paradoxes	~syn	0.7
fr:multiplication	fr:multiplie	~syn	0.7
fr:retraité	fr:pensionné	~syn	0.7
fr:ovarienne	fr:ovaires	~syn	0.7
en:marking	en:tagging	~syn	0.7
en:siena	en:sienna	~syn	0.7
en:count	en:earl	~syn	0.7
en:passenger	en:traveler	~syn	0.7
fr:rejetées	fr:rejetés	~syn	0.7
fr:intestinaux	fr:intestins	~syn	0.7
fr:étreinte	fr:embrassez	~syn	0.7
en:rollers	en:pebbles	~syn	0.7
fr:louanges	fr:éloges	~syn	0.7
fr:colombie	fr:columbia	~syn	0.7
fr:similaires	fr:semblable	~syn	0.7
fr:apparaître	fr:apparaissant	~syn	0.7
fr:vannes	fr:robinetterie	~syn	0.7
en:retribution	en:reprisal	~syn	0.7
fr:alloués	fr:attribué	~syn	0.7
fr:primitif	fr:primitifs	~syn	0.7
en:final	en:finals	~syn	0.7
en:nuisance	en:nuisances	~syn	0.7
fr:gratifiant	fr:réjouissant	~syn	0.7
en:beloved	en:aimée	~syn	0.7
fr:méchant	fr:méchante	~syn	0.7
en:chart	en:graphic	~syn	0.7
fr:papas	fr:pères	~syn	0.7
fr:journaux	fr:quotidiens	~syn	0.7
en:excite	en:excites	~syn	0.7
fr:fatalité	fr:inéluctable	~syn	0.7
en:dictate	en:dictating	~syn	0.7
en:grey	en:grise	~syn	0.7
fr:triples	fr:triplé	~syn	0.7
en:trail	en:runway	~syn	0.7
fr:poêles	fr:cuisinière	~syn	0.7
en:discouraged	en:discourage	~syn	0.7
fr:destructions	fr:destruction	~syn	0.7
en:eva	en:ève	~syn	0.7
fr:créditeur	fr:prêteur	~syn	0.7
fr:grognement	fr:grogne	~syn	0.7
fr:tourments	fr:châtiment	~syn	0.7
fr:rousse	fr:ginger	~syn	0.7
fr:incroyable	fr:étonnant	~syn	0.7
fr:découvert	fr:découverts	~syn	0.7
fr:partisan	fr:partisane	~syn	0.7
fr:rôdeur	fr:patrouilleur	~syn	0.7
en:imprint	en:grafting	~syn	0.7
en:lithuanian	en:lithuanians	~syn	0.7
fr:mécaniciens	fr:mécanicien	~syn	0.7
fr:rapporté	fr:racontée	~syn	0.7
fr:roulettes	fr:roues	~syn	0.7
fr:pressés	fr:appuyé	~syn	0.7
en:upbeat	en:optimism	~syn	0.7
en:atmosphere	en:ambiance	~syn	0.7
fr:maximisation	fr:optimiser	~syn	0.7
fr:certificats	fr:certificat	~syn	0.7
en:thrill	en:thrills	~syn	0.7
en:rescue	en:relief	~syn	0.7
en:certification	en:certifications	~syn	0.7
fr:pouvoirs	fr:powers	~syn	0.7
fr:explosif	fr:explosifs	~syn	0.7
fr:bouffé	fr:mangé	~syn	0.7
fr:raisonné	fr:raisonnée	~syn	0.7
fr:break	fr:briser	~syn	0.7
en:modernization	en:modernizing	~syn	0.7
fr:compact	fr:compresser	~syn	0.7
en:unparalleled	en:unequalled	~syn	0.7
fr:optimisé	fr:optimisés	~syn	0.7
fr:épater	fr:impressionne	~syn	0.7
en:categorization	en:categorisation	~syn	0.7
en:reviews	en:critics	~syn	0.7
fr:pensais	fr:pensé	~syn	0.7
fr:tenace	fr:tenaces	~syn	0.7
fr:cornichons	fr:pickles	~syn	0.7
en:disregard	en:scorn	~syn	0.7
fr:mango	fr:mangue	~syn	0.7
fr:présumés	fr:prétendue	~syn	0.7
en:outskirts	en:peripheral	~syn	0.7
fr:déposée	fr:déposées	~syn	0.7
fr:intangibles	fr:incorporels	~syn	0.7
en:streamlined	en:rationalized	~syn	0.7
fr:pertinent	fr:pertinents	~syn	0.7
fr:brevetée	fr:brevetées	~syn	0.7
fr:préférence	fr:préférences	~syn	0.7
en:flask	en:vial	~syn	0.7
en:brawl	en:scuffle	~syn	0.7
en:feat	en:prowess	~syn	0.7
en:ancient	en:antiques	~syn	0.7
en:vendors	en:sellers	~syn	0.7
fr:nominale	fr:nominal	~syn	0.7
en:stink	en:stench	~syn	0.7
fr:continentale	fr:continental	~syn	0.7
en:bonus	en:bounty	~syn	0.7
fr:apocalyptique	fr:apocalypse	~syn	0.7
fr:rapatriées	fr:rapatriés	~syn	0.7
en:yum	en:yummy	~syn	0.7
fr:valve	fr:soupape	~syn	0.7
en:rainfall	en:precipitation	~syn	0.7
fr:intensive	fr:intensif	~syn	0.7
en:boost	en:booster	~syn	0.7
fr:masquée	fr:cachés	~syn	0.7
en:organize	en:organising	~syn	0.7
en:scottish	en:scotch	~syn	0.7
en:sorting	en:trier	~syn	0.7
fr:cornes	fr:cors	~syn	0.7
fr:connues	fr:connus	~syn	0.7
fr:stimulation	fr:stimuler	~syn	0.7
en:exchange	en:swap	~syn	0.7
en:ipc	en:cib	~syn	0.7
en:directory	en:directories	~syn	0.7
fr:vibrante	fr:vibrant	~syn	0.7
fr:fiancés	fr:fiancé	~syn	0.7
en:clever	en:malin	~syn	0.7
fr:redimensionner	fr:redimensionnement	~syn	0.7
en:cooler	en:refrigerant	~syn	0.7
fr:nitroglycérine	fr:nitro	~syn	0.7
en:binary	en:binaries	~syn	0.7
en:cpn	en:pcn	~syn	0.7
fr:insouciant	fr:insouciance	~syn	0.7
fr:conflits	fr:conflit	~syn	0.7
fr:psc	fr:cfp	~syn	0.7
en:understand	en:understanding	~syn	0.7
fr:artificiel	fr:artificielle	~syn	0.7
fr:parapluie	fr:ombrelle	~syn	0.7
fr:estimées	fr:estimé	~syn	0.7
en:trusted	en:confidence	~syn	0.7
en:advanced	en:advance	~syn	0.7
en:fathers	en:pères	~syn	0.7
en:commonplace	en:banal	~syn	0.7
fr:chiens	fr:chienne	~syn	0.7
en:founder	en:founding	~syn	0.7
en:bleaching	en:whitening	~syn	0.7
fr:négociés	fr:échangé	~syn	0.7
en:intent	en:intentions	~syn	0.7
en:widow	en:widows	~syn	0.7
en:howling	en:shrieking	~syn	0.7
fr:coller	fr:colle	~syn	0.7
en:biting	en:mordant	~syn	0.7
en:cameras	en:appliances	~syn	0.7
en:leaked	en:disclosed	~syn	0.7
fr:motorisé	fr:propulsé	~syn	0.7
en:antigen	en:antigens	~syn	0.7
fr:pylônes	fr:mâts	~syn	0.7
fr:réfléchis	fr:penser	~syn	0.7
fr:chiffrage	fr:chiffrement	~syn	0.7
fr:after	fr:aprés	~syn	0.7
en:unparalleled	en:unrivalled	~syn	0.7
fr:always	fr:toujours	~syn	0.7
en:crop	en:harvesting	~syn	0.7
fr:coroner	fr:légiste	~syn	0.7
en:civilizations	en:civilisations	~syn	0.7
fr:neutralisé	fr:neutralisés	~syn	0.7
en:marine	en:sailor	~syn	0.7
en:segregation	en:segregated	~syn	0.7
fr:perplexe	fr:confuse	~syn	0.7
en:formalized	en:formalised	~syn	0.7
fr:reconnait	fr:reconnaît	~syn	0.7
en:hinder	en:obstructing	~syn	0.7
fr:frost	fr:givre	~syn	0.7
en:setup	en:configure	~syn	0.7
fr:blondes	fr:blonde	~syn	0.7
fr:traverser	fr:croisé	~syn	0.7
en:humid	en:damp	~syn	0.7
fr:soumises	fr:présenté	~syn	0.7
fr:veux	fr:voulez	~syn	0.7
fr:stipulée	fr:stipulées	~syn	0.7
en:engage	en:engaging	~syn	0.7
en:vikings	en:viking	~syn	0.7
en:archaeological	en:archéologique	~syn	0.7
en:dazed	en:giddy	~syn	0.7
fr:poutre	fr:rayon	~syn	0.7
en:gurney	en:stretcher	~syn	0.7
fr:récupéré	fr:récupérées	~syn	0.7
fr:démontré	fr:prouvé	~syn	0.7
fr:ajouté	fr:ajout	~syn	0.7
en:key	en:touche	~syn	0.7
fr:lettone	fr:letton	~syn	0.7
fr:élémentaire	fr:basique	~syn	0.7
en:cunning	en:crafty	~syn	0.7
fr:verrouillage	fr:blocage	~syn	0.7
fr:déontologie	fr:éthique	~syn	0.7
en:haitian	en:haitians	~syn	0.7
en:barbarian	en:barbaric	~syn	0.7
en:grill	en:barbecue	~syn	0.7
fr:distants	fr:lointain	~syn	0.7
fr:assiduité	fr:diligence	~syn	0.7
en:elias	en:elías	~syn	0.7
en:print	en:impression	~syn	0.7
fr:assomption	fr:supposition	~syn	0.7
en:surpassed	en:outdated	~syn	0.7
en:multifaceted	en:multiforme	~syn	0.7
fr:gothique	fr:gothiques	~syn	0.7
fr:réglementer	fr:régulation	~syn	0.7
en:deity	en:divinity	~syn	0.7
en:aware	en:conscious	~syn	0.7
fr:esf	fr:fse	~syn	0.7
fr:expérimentées	fr:expérimenté	~syn	0.7
fr:dépouillé	fr:écorché	~syn	0.7
en:flow	en:throughput	~syn	0.7
en:diameter	en:diameters	~syn	0.7
fr:confrontations	fr:affrontements	~syn	0.7
en:xix	en:xixe	~syn	0.7
en:rebounds	en:bounce	~syn	0.7
fr:fidèles	fr:loyale	~syn	0.7
en:developer	en:sponsor	~syn	0.7
en:common	en:frequently	~syn	0.7
fr:épisode	fr:episode	~syn	0.7
fr:bouffon	fr:clowns	~syn	0.7
fr:magister	fr:ordonnateur	~syn	0.7
fr:organisationnel	fr:organisationnelles	~syn	0.7
en:miners	en:minors	~syn	0.7
fr:fameux	fr:célèbres	~syn	0.7
fr:rte	fr:dizaines	~syn	0.7
en:asa	en:saa	~syn	0.7
fr:maison	fr:accueil	~syn	0.7
en:desired	en:désiré	~syn	0.7
fr:affectation	fr:cession	~syn	0.7
fr:aidants	fr:aidant	~syn	0.7
en:footprint	en:fingerprint	~syn	0.7
en:cusco	en:cuzco	~syn	0.7
fr:décident	fr:décidez	~syn	0.7
en:sly	en:cunning	~syn	0.7
en:irc	en:cri	~syn	0.7
fr:escadre	fr:ailes	~syn	0.7
fr:quai	fr:plateforme	~syn	0.7
en:adequacy	en:complacency	~syn	0.7
fr:civilisation	fr:civilisations	~syn	0.7
en:quotes	en:estimate	~syn	0.7
fr:resistance	fr:résistances	~syn	0.7
fr:photons	fr:photon	~syn	0.7
fr:glacier	fr:glaciers	~syn	0.7
fr:empoisonné	fr:empoisonnée	~syn	0.7
fr:pcb	fr:ccp	~syn	0.7
fr:secondes	fr:seconds	~syn	0.7
fr:fix	fr:correctif	~syn	0.7
en:satisfy	en:satisfying	~syn	0.7
fr:infecter	fr:contaminés	~syn	0.7
en:endorsing	en:approving	~syn	0.7
fr:appropriées	fr:appropriés	~syn	0.7
fr:dominante	fr:dominant	~syn	0.7
en:#in	en:#at	~syn	0.7
fr:polonaise	fr:polonais	~syn	0.7
fr:écrivez	fr:ecrire	~syn	0.7
en:lats	en:lat	~syn	0.7
fr:sortir	fr:out	~syn	0.7
fr:vrille	fr:tourne	~syn	0.7
fr:effacés	fr:effacé	~syn	0.7
fr:remplacements	fr:remplaçant	~syn	0.7
fr:analysent	fr:analyser	~syn	0.7
fr:accroître	fr:accroissement	~syn	0.7
fr:cochons	fr:porcs	~syn	0.7
fr:réclamer	fr:revendication	~syn	0.7
en:feminist	en:feminists	~syn	0.7
fr:mec	fr:homme	~syn	0.7
fr:roller	fr:rouleau	~syn	0.7
fr:calmars	fr:calmar	~syn	0.7
fr:paillasson	fr:mat	~syn	0.7
en:scandalous	en:disgraceful	~syn	0.7
fr:trémies	fr:larves	~syn	0.7
fr:impressionnés	fr:impressionnée	~syn	0.7
fr:pardonnés	fr:pardonnée	~syn	0.7
en:directly	en:direct	~syn	0.7
fr:habité	fr:habitées	~syn	0.7
en:fry	en:fries	~syn	0.7
en:inhabited	en:manned	~syn	0.7
en:follower	en:subscribed	~syn	0.7
en:registry	en:grafting	~syn	0.7
fr:importation	fr:importer	~syn	0.7
en:recognition	en:acknowledgement	~syn	0.7
fr:como	fr:côme	~syn	0.7
en:incoming	en:inbound	~syn	0.7
fr:déménagé	fr:déplacée	~syn	0.7
fr:peste	fr:fléau	~syn	0.7
en:filipino	en:filipinos	~syn	0.7
fr:gomme	fr:gum	~syn	0.7
en:pit	en:fosse	~syn	0.7
fr:urbain	fr:urbaines	~syn	0.7
fr:shore	fr:rivage	~syn	0.7
en:unintentionally	en:unwittingly	~syn	0.7
en:disaster	en:grim	~syn	0.7
fr:autorisé	fr:autorisée	~syn	0.7
fr:diffuse	fr:diffuses	~syn	0.7
en:alternate	en:alternating	~syn	0.7
fr:tous	fr:all	~syn	0.7
fr:sèches	fr:secs	~syn	0.7
fr:symétrique	fr:symétrie	~syn	0.7
en:bohemia	en:bohemian	~syn	0.7
fr:multidisciplinaires	fr:multidisciplinaire	~syn	0.7
en:disadvantage	en:inconvenience	~syn	0.7
fr:central	fr:centrale	~syn	0.7
en:crawl	en:crawling	~syn	0.7
en:omd	en:mdg	~syn	0.7
fr:nids	fr:nid	~syn	0.7
en:network	en:networking	~syn	0.7
en:peaks	en:ridges	~syn	0.7
fr:émirats	fr:uae	~syn	0.7
en:spa	en:pps	~syn	0.7
fr:calculés	fr:calculée	~syn	0.7
en:mccormick	en:mccormack	~syn	0.7
en:designer	en:stylist	~syn	0.7
fr:pendant	fr:lors	~syn	0.7
fr:générées	fr:générée	~syn	0.7
en:toxicology	en:tox	~syn	0.7
fr:oubliant	fr:oubli	~syn	0.7
fr:primordial	fr:primordiaux	~syn	0.7
fr:soutiens	fr:supports	~syn	0.7
en:conflict	en:conflicts	~syn	0.7
fr:ailés	fr:ailé	~syn	0.7
fr:united}}	fr:unis}}	~syn	0.7
fr:impuissante	fr:impuissants	~syn	0.7
en:speculation	en:speculative	~syn	0.7
fr:tchad	fr:chad	~syn	0.7
en:detour	en:deflection	~syn	0.7
fr:jordanienne	fr:jordaniens	~syn	0.7
en:annoying	en:painful	~syn	0.7
en:rigour	en:rigueur	~syn	0.7
fr:solides	fr:massif	~syn	0.7
en:wink	en:clin	~syn	0.7
fr:démarré	fr:commencée	~syn	0.7
fr:ferraille	fr:rebuts	~syn	0.7
fr:asc	fr:dao	~syn	0.7
fr:salle	fr:chambre	~syn	0.7
fr:eighth	fr:huitième	~syn	0.7
fr:furieux	fr:fou	~syn	0.7
fr:remboursement	fr:remboursé	~syn	0.7
fr:vital	fr:vitaux	~syn	0.7
en:solve	en:solves	~syn	0.7
fr:allemand	fr:allemande	~syn	0.7
en:counterfeit	en:counterfeiting	~syn	0.7
en:bitter	en:amer	~syn	0.7
en:course	en:cours	~syn	0.7
en:clerk	en:registrar	~syn	0.7
en:pelle	en:excavator	~syn	0.7
en:worker	en:employee	~syn	0.7
fr:élitiste	fr:élites	~syn	0.7
fr:métallurgique	fr:métallurgiques	~syn	0.7
fr:arrondissement	fr:borough	~syn	0.7
en:friedrich	en:frederic	~syn	0.7
fr:gratte	fr:itchy	~syn	0.7
fr:taquiner	fr:tease	~syn	0.7
fr:existantes	fr:existant	~syn	0.7
fr:cassure	fr:fracture	~syn	0.7
fr:connues	fr:connu	~syn	0.7
en:ellen	en:hélène	~syn	0.7
en:cnd	en:ndt	~syn	0.7
fr:remboursées	fr:remboursés	~syn	0.7
en:steven	en:stephan	~syn	0.7
en:claimed	en:alleged	~syn	0.7
fr:microfinance	fr:microcrédit	~syn	0.7
fr:rembourrage	fr:farce	~syn	0.7
fr:manteau	fr:jaquette	~syn	0.7
en:wing	en:ailes	~syn	0.7
en:dwarf	en:midgets	~syn	0.7
en:isu	en:uip	~syn	0.7
en:president	en:chairperson	~syn	0.7
fr:poser	fr:pose	~syn	0.7
fr:catamarans	fr:catamaran	~syn	0.7
fr:freine	fr:freins	~syn	0.7
fr:poing	fr:poings	~syn	0.7
en:involved	en:implicated	~syn	0.7
fr:sceptiques	fr:sceptique	~syn	0.7
en:stud	en:stallion	~syn	0.7
en:clear	en:clair	~syn	0.7
en:owns	en:possesses	~syn	0.7
fr:saisi	fr:saisis	~syn	0.7
fr:copies	fr:copie	~syn	0.7
en:rifle	en:shotgun	~syn	0.7
fr:structuré	fr:structurée	~syn	0.7
fr:sondes	fr:détecteurs	~syn	0.7
en:fighting	en:brawl	~syn	0.7
fr:fées	fr:fée	~syn	0.7
en:mould	en:mildew	~syn	0.7
fr:bordures	fr:frontières	~syn	0.7
en:use	en:using	~syn	0.7
en:mood	en:ambiance	~syn	0.7
fr:annee	fr:année	~syn	0.7
fr:corneille	fr:corbeau	~syn	0.7
fr:invalidité	fr:infirmité	~syn	0.7
en:ribs	en:rib	~syn	0.7
fr:pancakes	fr:crêpes	~syn	0.7
en:performer	en:interpreter	~syn	0.7
en:rebellions	en:uprisings	~syn	0.7
en:compose	en:dialing	~syn	0.7
en:clashes	en:confrontations	~syn	0.7
en:maturation	en:ripening	~syn	0.7
en:refrigerators	en:fridges	~syn	0.7
en:cove	en:anse	~syn	0.7
fr:respectés	fr:respecté	~syn	0.7
en:marshes	en:marais	~syn	0.7
en:whale	en:baleine	~syn	0.7
en:move	en:relocation	~syn	0.7
fr:amie	fr:amis	~syn	0.7
fr:chaplin	fr:charlot	~syn	0.7
fr:chrétiens	fr:chrétien	~syn	0.7
fr:teen	fr:ado	~syn	0.7
en:tampon	en:tampons	~syn	0.7
fr:préjudice	fr:préjugés	~syn	0.7
fr:vinyles	fr:vinyle	~syn	0.7
fr:alain	fr:michael	~syn	0.7
fr:favorable	fr:favorables	~syn	0.7
en:abrasive	en:abrasives	~syn	0.7
en:diversion	en:derivation	~syn	0.7
en:bum	en:tramp	~syn	0.7
fr:quasiment	fr:pratiquement	~syn	0.7
en:gun	en:pistol	~syn	0.7
en:favours	en:fosters	~syn	0.7
fr:externe	fr:extérieure	~syn	0.7
en:addition	en:add	~syn	0.7
en:chaos	en:lawlessness	~syn	0.7
en:accelerated	en:accelerating	~syn	0.7
fr:aéronefs	fr:avions	~syn	0.7
en:grazing	en:pasture	~syn	0.7
fr:cocher	fr:vérifier	~syn	0.7
fr:balance	fr:solde	~syn	0.7
en:slots	en:cracks	~syn	0.7
fr:influents	fr:influent	~syn	0.7
fr:vendues	fr:vendus	~syn	0.7
en:dorothea	en:dorothée	~syn	0.7
fr:tricheur	fr:triche	~syn	0.7
fr:piégés	fr:piégée	~syn	0.7
en:bayonet	en:bayonets	~syn	0.7
fr:étudiants	fr:etudiants	~syn	0.7
en:soccer	en:foot	~syn	0.7
en:deleting	en:suppression	~syn	0.7
fr:étincelle	fr:brillent	~syn	0.7
en:eager	en:impatient	~syn	0.7
en:domination	en:dominating	~syn	0.7
fr:critiquée	fr:critiqués	~syn	0.7
en:analyst	en:analysts	~syn	0.7
en:channel	en:chain	~syn	0.7
en:ratings	en:valuations	~syn	0.7
en:fountain	en:fontaine	~syn	0.7
en:awkward	en:embarrassing	~syn	0.7
fr:grandir	fr:croître	~syn	0.7
fr:incorrect	fr:inappropriée	~syn	0.7
en:redefine	en:redefinition	~syn	0.7
fr:sauvegarder	fr:sauver	~syn	0.7
en:tyrol	en:tirol	~syn	0.7
fr:exempté	fr:exempter	~syn	0.7
en:operated	en:exploited	~syn	0.7
en:reprogramming	en:reprogram	~syn	0.7
fr:envoyez	fr:envoi	~syn	0.7
en:marble	en:marbles	~syn	0.7
en:agronomic	en:agronomique	~syn	0.7
en:psycho	en:psychopathic	~syn	0.7
en:unbroken	en:uninterrupted	~syn	0.7
en:vortex	en:whirlwind	~syn	0.7
en:export	en:exporting	~syn	0.7
en:anglophone	en:anglophones	~syn	0.7
fr:prochains	fr:prochaines	~syn	0.7
en:abundant	en:plentiful	~syn	0.7
en:emancipation	en:empowerment	~syn	0.7
fr:andorra	fr:andorre	~syn	0.7
fr:désirant	fr:souhaiter	~syn	0.7
fr:peintures	fr:tableaux	~syn	0.7
fr:intimidation	fr:intimider	~syn	0.7
fr:coupleur	fr:attelage	~syn	0.7
fr:inégal	fr:inégale	~syn	0.7
fr:chips	fr:jetons	~syn	0.7
en:reckless	en:imprudent	~syn	0.7
fr:acrobate	fr:acrobat	~syn	0.7
fr:profond	fr:profonds	~syn	0.7
fr:abrogés	fr:abrogé	~syn	0.7
en:rockets	en:roquette	~syn	0.7
fr:inversée	fr:inversé	~syn	0.7
en:vessel	en:spacecraft	~syn	0.7
en:reservations	en:booking	~syn	0.7
en:imply	en:involve	~syn	0.7
en:misfortune	en:unlucky	~syn	0.7
fr:appauvrissement	fr:épuisement	~syn	0.7
en:women	en:female	~syn	0.7
fr:vignoble	fr:cave	~syn	0.7
en:faithless	en:infidel	~syn	0.7
en:alley	en:aisle	~syn	0.7
fr:courant	fr:actuelle	~syn	0.7
fr:tombés	fr:tombée	~syn	0.7
en:pediatric	en:paediatrics	~syn	0.7
fr:australienne	fr:australiens	~syn	0.7
fr:générique	fr:crédits	~syn	0.7
fr:asi	fr:ise	~syn	0.7
en:hungry	en:starving	~syn	0.7
fr:affaibli	fr:affaiblis	~syn	0.7
fr:écrasant	fr:écrasement	~syn	0.7
fr:modifiez	fr:modifier	~syn	0.7
fr:mix	fr:mélange	~syn	0.7
fr:serveuses	fr:serveuse	~syn	0.7
en:fake	en:imposter	~syn	0.7
fr:venez	fr:venir	~syn	0.7
fr:guidé	fr:guidés	~syn	0.7
fr:cinéaste	fr:réalisateur	~syn	0.7
en:scare	en:frighten	~syn	0.7
en:hernández	en:hernandez	~syn	0.7
en:auditor	en:verifier	~syn	0.7
en:total	en:totals	~syn	0.7
en:usability	en:ergonomic	~syn	0.7
fr:effluent	fr:effluents	~syn	0.7
fr:découverte	fr:discovery	~syn	0.7
en:ratify	en:ratifies	~syn	0.7
en:planes	en:aeroplanes	~syn	0.7
en:unavailable	en:unavailability	~syn	0.7
fr:dim	fr:soleil	~syn	0.7
fr:exposées	fr:exposés	~syn	0.7
fr:privilégié	fr:privilégiée	~syn	0.7
en:expands	en:enlarges	~syn	0.7
fr:productives	fr:productifs	~syn	0.7
fr:triompher	fr:triumph	~syn	0.7
en:almond	en:almonds	~syn	0.7
en:ban	en:prohibition	~syn	0.7
fr:réussites	fr:accomplissements	~syn	0.7
en:vacuum	en:void	~syn	0.7
en:treason	en:treachery	~syn	0.7
en:setback	en:backhand	~syn	0.7
en:jump	en:skip	~syn	0.7
fr:super	fr:génial	~syn	0.7
fr:fixes	fr:fixé	~syn	0.7
fr:nounours	fr:teddy	~syn	0.7
fr:endommagés	fr:abîmé	~syn	0.7
en:conformity	en:conformance	~syn	0.7
